DATE,SP500,VIX,FNG,SP500_Change,SP500_Change_lag1,SP500_Change_lag2,SP500_Change_lag3,SP500_Change_lag4,SP500_Change_lag5,SP500_Change_lag6,SP500_Change_lag7,SP500_Change_lag8,SP500_Change_lag9,S&P_1day_up,S&P_3day_up,S&P_5day_up,S&P_14day_up,S&P_28day_up,VIX_Change,FNG_Change,SP500_Change_Percentage,SP500_Change_1day,SP500_Change_3day,SP500_Change_5day,SP500_Change_14day,SP500_Change_28day
2019-09-13,3007.39,13.74,68.0,-2.18,8.64,21.54,0.96,-0.28,2.71,38.22,31.51,-20.19,1.88,0,0,0,0,0,-0.48,3.0,-0.072,-0.313,-0.022,-0.509,-3.215,-0.095
2019-09-16,2997.96,14.67,67.0,-9.43,-2.18,8.64,21.54,0.96,-0.28,2.71,38.22,31.51,-20.19,1,1,0,0,1,0.93,-1.0,-0.314,0.257,0.294,-0.205,-1.528,0.41
2019-09-17,3005.7,14.44,66.0,7.74,-9.43,-2.18,8.64,21.54,0.96,-0.28,2.71,38.22,31.51,1,0,0,0,1,-0.23,-1.0,0.258,0.034,-0.455,-1.304,-2.232,0.562
2019-09-18,3006.73,13.95,66.0,1.03,7.74,-9.43,-2.18,8.64,21.54,0.96,-0.28,2.71,38.22,1,0,0,0,1,-0.49,0.0,0.034,0.002,-0.497,-0.727,-3.782,1.088
2019-09-19,3006.79,14.05,63.0,0.06,1.03,7.74,-9.43,-2.18,8.64,21.54,0.96,-0.28,2.71,0,0,0,0,1,0.1,-3.0,0.002,-0.49,-1.337,-0.97,-2.906,1.001
2019-09-20,2992.07,15.32,58.0,-14.72,0.06,1.03,7.74,-9.43,-2.18,8.64,21.54,0.96,-0.28,0,0,0,0,1,1.27,-5.0,-0.49,-0.01,-0.239,-1.007,-1.794,1.819
2019-09-23,2991.78,14.91,59.0,-0.29,-14.72,0.06,1.03,7.74,-9.43,-2.18,8.64,21.54,0.96,0,0,0,0,1,-0.41,1.0,-0.01,-0.842,-0.473,-0.503,-0.719,1.53
2019-09-24,2966.6,17.05,54.0,-25.18,-0.29,-14.72,0.06,1.03,7.74,-9.43,-2.18,8.64,21.54,1,0,0,0,1,2.14,-5.0,-0.842,0.611,-0.161,-0.881,-0.015,3.353
2019-09-25,2984.87,15.96,59.0,18.27,-25.18,-0.29,-14.72,0.06,1.03,7.74,-9.43,-2.18,8.64,0,0,0,1,1,-1.09,5.0,0.616,-0.244,-0.274,-3.279,0.364,3.148
2019-09-26,2977.62,16.07,57.0,-7.25,18.27,-25.18,-0.29,-14.72,0.06,1.03,7.74,-9.43,-2.18,0,0,0,1,1,0.11,-2.0,-0.243,-0.53,-1.252,-2.244,0.404,3.25
2019-09-27,2961.79,17.22,52.0,-15.83,-7.25,18.27,-25.18,-0.29,-14.72,0.06,1.03,7.74,-9.43,1,0,0,1,1,1.15,-5.0,-0.532,0.502,-2.491,-0.328,1.214,3.862
2019-09-30,2976.74,16.24,54.0,14.95,-15.83,-7.25,18.27,-25.18,-0.29,-14.72,0.06,1.03,7.74,0,0,0,1,1,-0.98,2.0,0.505,-1.232,-2.232,-1.281,0.319,3.661
2019-10-01,2940.25,18.56,48.0,-36.49,14.95,-15.83,-7.25,18.27,-25.18,-0.29,-14.72,0.06,1.03,0,1,0,1,1,2.32,-6.0,-1.226,-1.768,0.395,-1.585,2.233,5.134
2019-10-02,2887.61,20.56,34.0,-52.64,-36.49,14.95,-15.83,-7.25,18.27,-25.18,-0.29,-14.72,0.06,1,1,1,1,1,2.0,-14.0,-1.79,0.783,1.741,1.081,3.686,6.782
2019-10-03,2910.63,19.12,29.0,23.02,-52.64,-36.49,14.95,-15.83,-7.25,18.27,-25.18,-0.29,-14.72,1,0,1,1,1,-1.44,-5.0,0.797,1.433,-0.608,0.952,3.251,6.275
2019-10-04,2952.01,17.04,32.0,41.38,23.02,-52.64,-36.49,14.95,-15.83,-7.25,18.27,-25.18,-0.29,0,0,1,1,1,-2.08,3.0,1.422,-0.454,-1.12,0.627,2.002,4.88
2019-10-07,2938.79,17.86,30.0,-13.22,41.38,23.02,-52.64,-36.49,14.95,-15.83,-7.25,18.27,-25.18,0,0,1,1,1,0.82,-2.0,-0.448,-1.549,-0.022,0.927,2.837,5.347
2019-10-08,2893.06,20.28,29.0,-45.73,-13.22,41.38,23.02,-52.64,-36.49,14.95,-15.83,-7.25,18.27,1,1,1,1,1,2.42,-1.0,-1.556,0.896,2.627,3.492,4.98,7.738
2019-10-09,2919.4,18.64,30.0,26.34,-45.73,-13.22,41.38,23.02,-52.64,-36.49,14.95,-15.83,-7.25,1,1,1,1,1,-1.64,1.0,0.91,0.647,1.616,2.43,4.061,7.004
2019-10-10,2938.13,17.57,36.0,18.73,26.34,-45.73,-13.22,41.38,23.02,-52.64,-36.49,14.95,-15.83,1,1,1,1,1,-1.07,6.0,0.642,1.101,1.971,2.049,3.721,6.236
2019-10-11,2970.27,15.58,42.0,32.14,18.73,26.34,-45.73,-13.22,41.38,23.02,-52.64,-36.49,14.95,0,1,1,1,1,-1.99,6.0,1.094,-0.14,0.661,0.542,2.29,4.703
2019-10-14,2966.15,14.57,42.0,-4.12,32.14,18.73,26.34,-45.73,-13.22,41.38,23.02,-52.64,-36.49,1,1,1,1,1,-1.01,0.0,-0.139,0.994,1.071,1.366,3.392,4.626
2019-10-15,2995.68,13.54,42.0,29.53,-4.12,32.14,18.73,26.34,-45.73,-13.22,41.38,23.02,-52.64,0,0,1,1,1,-1.03,0.0,0.996,-0.202,-0.32,0.01,2.784,3.864
2019-10-16,2989.69,13.68,47.0,-5.99,29.53,-4.12,32.14,18.73,26.34,-45.73,-13.22,41.38,23.02,1,1,1,1,1,0.14,5.0,-0.2,0.276,0.568,0.495,2.835,4.805
2019-10-17,2997.95,13.79,50.0,8.26,-5.99,29.53,-4.12,32.14,18.73,26.34,-45.73,-13.22,41.38,0,0,1,1,1,0.11,3.0,0.276,-0.393,-0.066,0.413,2.637,4.769
2019-10-18,2986.2,14.25,50.0,-11.75,8.26,-5.99,29.53,-4.12,32.14,18.73,26.34,-45.73,-13.22,1,1,1,1,1,0.46,0.0,-0.392,0.684,0.611,1.212,3.302,5.585
2019-10-21,3006.72,14.0,56.0,20.52,-11.75,8.26,-5.99,29.53,-4.12,32.14,18.73,26.34,-45.73,0,1,1,1,1,-0.25,6.0,0.687,-0.359,0.12,1.095,2.892,4.496
2019-10-22,2995.99,14.46,59.0,-10.73,20.52,-11.75,8.26,-5.99,29.53,-4.12,32.14,18.73,26.34,1,1,1,1,1,0.46,3.0,-0.357,0.284,0.883,1.36,3.027,3.921
2019-10-23,3004.52,14.01,55.0,8.53,-10.73,20.52,-11.75,8.26,-5.99,29.53,-4.12,32.14,18.73,1,1,1,1,1,-0.45,-4.0,0.285,0.193,1.165,1.41,2.915,2.96
2019-10-24,3010.29,13.71,57.0,5.77,8.53,-10.73,20.52,-11.75,8.26,-5.99,29.53,-4.12,32.14,1,1,1,1,1,-0.3,2.0,0.192,0.408,0.885,0.908,2.787,3.411
2019-10-25,3022.55,12.65,62.0,12.26,5.77,8.53,-10.73,20.52,-11.75,8.26,-5.99,29.53,-4.12,1,1,1,1,1,-1.06,5.0,0.407,0.56,0.805,1.474,2.461,3.152
2019-10-28,3039.42,13.11,67.0,16.87,12.26,5.77,8.53,-10.73,20.52,-11.75,8.26,-5.99,29.53,0,0,1,1,1,0.46,5.0,0.558,-0.084,-0.062,1.285,2.681,3.523
2019-10-29,3036.89,13.2,71.0,-2.53,16.87,12.26,5.77,8.53,-10.73,20.52,-11.75,8.26,-5.99,1,1,1,1,1,0.09,4.0,-0.083,0.325,0.988,1.241,2.801,3.26
2019-10-30,3046.77,12.33,75.0,9.88,-2.53,16.87,12.26,5.77,8.53,-10.73,20.52,-11.75,8.26,0,1,1,1,1,-0.87,4.0,0.325,-0.303,1.037,0.988,2.417,2.824
2019-10-31,3037.56,13.22,72.0,-9.21,9.88,-2.53,16.87,12.26,5.77,8.53,-10.73,20.52,-11.75,1,1,1,1,1,0.89,-3.0,-0.302,0.963,1.216,1.563,2.327,3.416
2019-11-01,3066.91,12.3,80.0,29.35,-9.21,9.88,-2.53,16.87,12.26,5.77,8.53,-10.73,20.52,1,1,1,1,1,-0.92,8.0,0.966,0.374,0.325,0.862,1.206,3.347
2019-11-04,3078.27,12.83,86.0,11.36,29.35,-9.21,9.88,-2.53,16.87,12.26,5.77,8.53,-10.73,0,1,1,1,1,0.53,6.0,0.37,-0.119,0.225,0.285,1.044,2.952
2019-11-05,3074.62,13.1,89.0,-3.65,11.36,29.35,-9.21,9.88,-2.53,16.87,12.26,5.77,8.53,1,1,1,1,1,0.27,3.0,-0.119,0.07,0.6,0.559,1.917,3.795
2019-11-06,3076.78,12.62,88.0,2.16,-3.65,11.36,29.35,-9.21,9.88,-2.53,16.87,12.26,5.77,1,1,1,1,1,-0.48,-1.0,0.07,0.273,0.333,0.561,2.073,3.764
2019-11-07,3085.18,12.73,91.0,8.4,2.16,-3.65,11.36,29.35,-9.21,9.88,-2.53,16.87,12.26,1,1,1,1,1,0.11,3.0,0.273,0.257,0.216,0.372,2.225,3.444
2019-11-08,3093.08,12.07,91.0,7.9,8.4,2.16,-3.65,11.36,29.35,-9.21,9.88,-2.53,16.87,0,1,1,1,1,-0.66,0.0,0.256,-0.197,0.031,0.887,1.553,3.64
2019-11-11,3087.01,12.69,89.0,-6.07,7.9,8.4,2.16,-3.65,11.36,29.35,-9.21,9.88,-2.53,1,1,1,1,1,0.62,-2.0,-0.196,0.156,0.311,1.132,0.868,4.339
2019-11-12,3091.84,12.68,88.0,4.83,-6.07,7.9,8.4,2.16,-3.65,11.36,29.35,-9.21,9.88,1,1,1,1,1,-0.01,-1.0,0.156,0.071,0.927,0.918,0.044,4.281
2019-11-13,3094.04,13.0,87.0,2.2,4.83,-6.07,7.9,8.4,2.16,-3.65,11.36,29.35,-9.21,1,1,1,1,1,0.32,-1.0,0.071,0.084,0.905,0.466,0.605,4.183
2019-11-14,3096.63,13.05,83.0,2.59,2.2,4.83,-6.07,7.9,8.4,2.16,-3.65,11.36,29.35,1,1,1,1,1,0.05,-4.0,0.084,0.77,0.761,0.223,0.672,4.631
2019-11-15,3120.46,12.05,87.0,23.83,2.59,2.2,4.83,-6.07,7.9,8.4,2.16,-3.65,11.36,1,0,0,1,1,-1.0,4.0,0.77,0.051,-0.388,-0.328,0.822,3.861
2019-11-18,3122.03,12.46,83.0,1.57,23.83,2.59,2.2,4.83,-6.07,7.9,8.4,2.16,-3.65,0,0,1,1,1,0.41,-4.0,0.05,-0.059,-0.593,0.372,0.446,3.181
2019-11-19,3120.18,12.86,80.0,-1.85,1.57,23.83,2.59,2.2,4.83,-6.07,7.9,8.4,2.16,0,0,1,1,1,0.4,-3.0,-0.059,-0.375,-0.317,0.651,0.395,3.543
2019-11-20,3108.46,12.78,74.0,-11.72,-1.85,1.57,23.83,2.59,2.2,4.83,-6.07,7.9,8.4,0,1,1,1,1,-0.08,-6.0,-0.376,-0.158,0.807,1.448,1.063,4.788
2019-11-21,3103.54,13.13,70.0,-4.92,-11.72,-1.85,1.57,23.83,2.59,2.2,4.83,-6.07,7.9,1,1,1,1,1,0.35,-4.0,-0.158,0.217,1.19,1.204,2.092,4.224
2019-11-22,3110.29,12.34,69.0,6.75,-4.92,-11.72,-1.85,1.57,23.83,2.59,2.2,4.83,-6.07,1,1,1,1,1,-0.79,-1.0,0.217,0.752,1.396,0.115,1.885,4.382
2019-11-25,3133.64,11.87,70.0,23.35,6.75,-4.92,-11.72,-1.85,1.57,23.83,2.59,2.2,4.83,1,1,0,1,1,-0.47,1.0,0.751,0.221,0.236,-1.3,1.859,3.329
2019-11-26,3140.52,11.54,69.0,6.88,23.35,6.75,-4.92,-11.72,-1.85,1.57,23.83,2.59,2.2,1,0,0,1,1,-0.33,-1.0,0.22,0.418,-0.85,-0.886,1.659,3.591
2019-11-27,3153.63,11.75,78.0,13.11,6.88,23.35,6.75,-4.92,-11.72,-1.85,1.57,23.83,2.59,0,0,0,1,1,0.21,9.0,0.417,-0.403,-1.924,-1.153,1.194,3.855
2019-11-29,3140.98,12.62,79.0,-12.65,13.11,6.88,23.35,6.75,-4.92,-11.72,-1.85,1.57,23.83,0,0,1,1,1,0.87,1.0,-0.401,-0.86,-0.895,0.156,2.042,3.944
2019-12-02,3113.87,14.91,74.0,-27.11,-12.65,13.11,6.88,23.35,6.75,-4.92,-11.72,-1.85,1.57,0,1,1,1,1,2.29,-5.0,-0.863,-0.658,0.113,0.703,3.418,5.548
2019-12-03,3093.2,15.96,63.0,-20.67,-27.11,-12.65,13.11,6.88,23.35,6.75,-4.92,-11.72,-1.85,1,1,1,1,1,1.05,-11.0,-0.664,0.628,1.693,1.263,4.201,6.1
2019-12-04,3112.76,14.8,67.0,19.56,-20.67,-27.11,-12.65,13.11,6.88,23.35,6.75,-4.92,-11.72,1,1,1,1,1,-1.16,4.0,0.632,0.151,0.75,0.933,3.576,5.707
2019-12-05,3117.43,14.52,67.0,4.67,19.56,-20.67,-27.11,-12.65,13.11,6.88,23.35,6.75,-4.92,1,1,1,1,1,-0.28,0.0,0.15,0.915,0.485,1.643,3.935,6.405
2019-12-06,3145.91,13.62,70.0,28.48,4.67,19.56,-20.67,-27.11,-12.65,13.11,6.88,23.35,6.75,0,0,1,1,1,-0.9,3.0,0.914,-0.319,-0.137,0.734,3.019,5.893
2019-12-09,3135.96,15.86,68.0,-9.95,28.48,4.67,19.56,-20.67,-27.11,-12.65,13.11,6.88,23.35,0,1,1,1,1,2.24,-2.0,-0.316,-0.109,1.037,1.764,2.712,5.875
2019-12-10,3132.52,15.68,65.0,-3.44,-9.95,28.48,4.67,19.56,-20.67,-27.11,-12.65,13.11,6.88,1,1,1,1,1,-0.18,-3.0,-0.11,0.291,1.157,1.913,3.133,6.034
2019-12-11,3141.63,14.99,61.0,9.11,-3.44,-9.95,28.48,4.67,19.56,-20.67,-27.11,-12.65,13.11,1,1,1,1,1,-0.69,-4.0,0.291,0.86,1.59,1.581,3.71,5.871
2019-12-12,3168.57,13.94,74.0,26.94,9.11,-3.44,-9.95,28.48,4.67,19.56,-20.67,-27.11,-12.65,1,1,1,1,1,-1.05,13.0,0.858,0.007,0.762,1.171,2.11,4.039
2019-12-13,3168.8,12.63,75.0,0.23,26.94,9.11,-3.44,-9.95,28.48,4.67,19.56,-20.67,-27.11,1,1,1,1,1,-1.31,1.0,0.007,0.715,0.705,1.654,2.445,2.362
2019-12-16,3191.45,12.14,82.0,22.65,0.23,26.94,9.11,-3.44,-9.95,28.48,4.67,19.56,-20.67,1,1,1,1,1,-0.49,7.0,0.715,0.034,0.439,1.028,1.443,2.676
2019-12-17,3192.52,12.29,85.0,1.07,22.65,0.23,26.94,9.11,-3.44,-9.95,28.48,4.67,19.56,0,1,1,1,1,0.15,3.0,0.034,-0.043,0.899,0.967,1.897,2.534
2019-12-18,3191.14,12.58,87.0,-1.38,1.07,22.65,0.23,26.94,9.11,-3.44,-9.95,28.48,4.67,1,1,1,1,1,0.29,2.0,-0.043,0.446,1.03,1.528,2.617,2.898
2019-12-19,3205.37,12.5,90.0,14.23,-1.38,1.07,22.65,0.23,26.94,9.11,-3.44,-9.95,28.48,1,1,1,1,1,-0.08,3.0,0.446,0.497,0.564,1.086,1.88,0.631
2019-12-20,3221.22,12.51,91.0,15.85,14.23,-1.38,1.07,22.65,0.23,26.94,9.11,-3.44,-9.95,1,1,1,1,1,0.01,1.0,0.494,0.087,0.583,0.002,2.087,0.864
2019-12-23,3224.01,12.61,92.0,2.79,15.85,14.23,-1.38,1.07,22.65,0.23,26.94,9.11,-3.44,0,1,1,1,1,0.1,1.0,0.087,-0.02,0.497,0.21,1.836,2.284
2019-12-24,3223.38,12.67,91.0,-0.63,2.79,15.85,14.23,-1.38,1.07,22.65,0.23,26.94,9.11,1,0,1,1,1,0.06,-1.0,-0.02,0.513,-0.065,1.069,2.044,3.453
2019-12-26,3239.91,12.65,93.0,16.53,-0.63,2.79,15.85,14.23,-1.38,1.07,22.65,0.23,26.94,1,0,0,1,1,-0.02,2.0,0.513,0.003,-0.283,-0.157,2.386,3.284
2019-12-27,3240.02,13.43,91.0,0.11,16.53,-0.63,2.79,15.85,14.23,-1.38,1.07,22.65,0.23,0,1,1,1,1,0.78,-2.0,0.003,-0.578,0.55,0.193,2.766,2.707
2019-12-30,3221.29,14.82,90.0,-18.73,0.11,16.53,-0.63,2.79,15.85,14.23,-1.38,1.07,22.65,1,1,1,1,1,1.39,-1.0,-0.578,0.293,0.419,0.49,3.071,4.037
2019-12-31,3230.78,13.78,93.0,9.49,-18.73,0.11,16.53,-0.63,2.79,15.85,14.23,-1.38,1.07,1,1,1,1,1,-1.04,3.0,0.295,0.84,0.481,0.691,2.824,3.942
2020-01-02,3257.85,12.47,97.0,27.07,9.49,-18.73,0.11,16.53,-0.63,2.79,15.85,14.23,-1.38,0,0,1,1,1,-1.31,4.0,0.838,-0.712,-0.64,0.522,2.095,3.764
2020-01-03,3234.85,14.02,93.0,-23.0,27.07,9.49,-18.73,0.11,16.53,-0.63,2.79,15.85,14.23,1,1,1,1,1,1.55,-4.0,-0.706,0.351,0.559,0.936,1.861,4.269
2020-01-06,3246.28,13.85,93.0,11.43,-23.0,27.07,9.49,-18.73,0.11,16.53,-0.63,2.79,15.85,0,1,1,0,1,-0.17,0.0,0.353,-0.281,0.879,1.294,-0.082,4.139
2020-01-07,3237.18,13.79,89.0,-9.1,11.43,-23.0,27.07,9.49,-18.73,0.11,16.53,-0.63,2.79,1,1,1,1,1,-0.06,-4.0,-0.28,0.489,0.868,1.416,1.203,4.1
2020-01-08,3253.05,13.45,92.0,15.87,-9.1,11.43,-23.0,27.07,9.49,-18.73,0.11,16.53,-0.63,1,1,1,1,1,-0.34,3.0,0.49,0.669,1.084,1.119,0.629,4.112
2020-01-09,3274.7,12.54,93.0,21.65,15.87,-9.1,11.43,-23.0,27.07,9.49,-18.73,0.11,16.53,0,1,1,1,1,-0.91,1.0,0.666,-0.287,0.26,1.294,0.275,3.029
2020-01-10,3265.35,12.56,91.0,-9.35,21.65,15.87,-9.1,11.43,-23.0,27.07,9.49,-18.73,0.11,1,1,1,0,1,0.02,-2.0,-0.286,0.696,0.731,1.963,-1.216,2.211
2020-01-13,3288.13,12.32,90.0,22.78,-9.35,21.65,15.87,-9.1,11.43,-23.0,27.07,9.49,-18.73,0,1,1,0,0,-0.24,-1.0,0.698,-0.153,0.878,1.0,-1.201,-1.906
2020-01-14,3283.15,12.39,91.0,-4.98,22.78,-9.35,21.65,15.87,-9.1,11.43,-23.0,27.07,9.49,1,1,1,1,0,0.07,1.0,-0.151,0.187,1.413,1.174,0.439,-4.712
2020-01-15,3289.29,12.42,87.0,6.14,-4.98,22.78,-9.35,21.65,15.87,-9.1,11.43,-23.0,27.07,1,1,1,1,0,0.03,-4.0,0.187,0.838,0.959,1.104,1.383,-5.266
2020-01-16,3316.81,12.32,89.0,27.52,6.14,-4.98,22.78,-9.35,21.65,15.87,-9.1,11.43,-23.0,1,1,0,1,0,-0.1,2.0,0.837,0.389,0.15,-0.649,0.881,-10.277
2020-01-17,3329.62,12.1,89.0,12.81,27.52,6.14,-4.98,22.78,-9.35,21.65,15.87,-9.1,11.43,0,0,0,0,0,-0.22,0.0,0.386,-0.266,-0.123,-2.593,-0.058,-11.318
2020-01-21,3320.79,12.85,82.0,-8.83,12.81,27.52,6.14,-4.98,22.78,-9.35,21.65,15.87,-9.1,1,0,0,1,0,0.75,-7.0,-0.265,0.029,-0.76,-1.338,0.94,-6.925
2020-01-22,3321.75,12.91,74.0,0.96,-8.83,12.81,27.52,6.14,-4.98,22.78,-9.35,21.65,15.87,1,0,0,1,0,0.06,-8.0,0.029,0.114,-2.352,-1.456,1.084,-9.587
2020-01-23,3325.54,12.98,68.0,3.79,0.96,-8.83,12.81,27.52,6.14,-4.98,22.78,-9.35,21.65,0,0,0,1,0,0.07,-6.0,0.114,-0.905,-1.484,-1.261,1.623,-5.883
2020-01-24,3295.47,14.56,62.0,-30.07,3.79,0.96,-8.83,12.81,27.52,6.14,-4.98,22.78,-9.35,0,0,0,1,0,1.58,-6.0,-0.904,-1.559,-0.664,-2.103,2.36,-8.165
2020-01-27,3243.63,18.23,48.0,-51.84,-30.07,3.79,0.96,-8.83,12.81,27.52,6.14,-4.98,22.78,1,1,1,1,0,3.67,-14.0,-1.573,0.99,1.215,0.161,4.143,-8.231
2020-01-28,3276.24,16.28,52.0,32.61,-51.84,-30.07,3.79,0.96,-8.83,12.81,27.52,6.14,-4.98,0,0,1,1,0,-1.95,4.0,1.005,-0.088,-1.564,0.658,2.9,-16.33
2020-01-29,3273.4,16.39,53.0,-2.84,32.61,-51.84,-30.07,3.79,0.96,-8.83,12.81,27.52,6.14,1,0,1,1,0,0.11,1.0,-0.087,0.313,-0.747,1.871,3.441,-11.94
2020-01-30,3283.66,15.49,56.0,10.26,-2.84,32.61,-51.84,-30.07,3.79,0.96,-8.83,12.81,27.52,0,1,1,1,0,-0.9,3.0,0.313,-1.776,0.426,1.898,2.736,-16.566
2020-01-31,3225.52,18.84,44.0,-58.14,10.26,-2.84,32.61,-51.84,-30.07,3.79,0.96,-8.83,12.81,1,1,1,1,0,3.35,-12.0,-1.771,0.713,3.325,3.112,3.418,-22.684
2020-02-03,3248.92,17.97,46.0,23.4,-58.14,10.26,-2.84,32.61,-51.84,-30.07,3.79,0.96,-8.83,1,1,1,0,0,-0.87,2.0,0.725,1.509,3.003,3.199,-0.714,-16.676
2020-02-04,3297.59,16.05,55.0,48.67,23.4,-58.14,10.26,-2.84,32.61,-51.84,-30.07,3.79,0.96,1,1,1,0,0,-1.92,9.0,1.498,1.142,0.927,1.852,-5.213,-28.054
2020-02-05,3334.69,15.15,60.0,37.1,48.67,23.4,-58.14,10.26,-2.84,32.61,-51.84,-30.07,3.79,1,1,1,0,0,-0.9,5.0,1.125,0.336,0.528,1.357,-6.62,-24.427
2020-02-06,3345.78,14.96,64.0,11.09,37.1,48.67,23.4,-58.14,10.26,-2.84,32.61,-51.84,-30.07,0,1,1,0,0,-0.19,4.0,0.333,-0.542,0.359,0.844,-11.006,-28.419
2020-02-07,3327.71,15.47,57.0,-18.07,11.09,37.1,48.67,23.4,-58.14,10.26,-2.84,32.61,-51.84,1,1,1,0,0,0.51,-7.0,-0.54,0.729,1.546,1.568,-11.163,-27.447
2020-02-10,3352.09,15.04,55.0,24.38,-18.07,11.09,37.1,48.67,23.4,-58.14,10.26,-2.84,32.61,1,1,1,0,0,-0.43,-2.0,0.733,0.17,0.657,0.547,-7.869,-31.468
2020-02-11,3357.75,15.18,56.0,5.66,24.38,-18.07,11.09,37.1,48.67,23.4,-58.14,10.26,-2.84,1,1,1,0,0,0.14,1.0,0.169,0.647,0.669,0.847,-10.572,-33.422
2020-02-12,3379.45,13.74,59.0,21.7,5.66,24.38,-18.07,11.09,37.1,48.67,23.4,-58.14,10.26,0,0,0,0,0,-1.44,3.0,0.646,-0.164,-0.273,-0.185,-7.426,-27.76
2020-02-13,3373.94,14.15,58.0,-5.51,21.7,5.66,24.38,-18.07,11.09,37.1,48.67,23.4,-58.14,1,1,0,0,0,0.41,-1.0,-0.163,0.184,0.361,-1.071,-10.357,-26.584
2020-02-14,3380.16,13.68,55.0,6.22,-5.51,21.7,5.66,24.38,-18.07,11.09,37.1,48.67,23.4,0,0,0,0,0,-0.47,-3.0,0.184,-0.293,-0.205,-4.572,-12.086,-22.232
2020-02-18,3370.29,14.83,51.0,-9.87,6.22,-5.51,21.7,5.66,24.38,-18.07,11.09,37.1,48.67,1,0,0,0,0,1.15,-4.0,-0.292,0.469,-0.963,-7.162,-18.453,-24.52
2020-02-19,3386.15,14.38,53.0,15.86,-9.87,6.22,-5.51,21.7,5.66,24.38,-18.07,11.09,37.1,0,0,0,0,0,-0.45,2.0,0.471,-0.383,-4.755,-8.004,-14.952,-22.535
2020-02-20,3373.23,15.56,50.0,-12.92,15.86,-9.87,6.22,-5.51,21.7,5.66,24.38,-18.07,11.09,0,0,0,0,0,1.18,-3.0,-0.382,-1.048,-7.236,-11.65,-18.66,-23.29
2020-02-21,3337.75,17.08,44.0,-35.48,-12.92,15.86,-9.87,6.22,-5.51,21.7,5.66,24.38,-18.07,0,0,0,0,0,1.52,-6.0,-1.052,-3.316,-6.562,-11.37,-25.409,-25.71
2020-02-24,3225.89,25.03,29.0,-111.86,-35.48,-12.92,15.86,-9.87,6.22,-5.51,21.7,5.66,24.38,0,0,0,0,0,7.95,-15.0,-3.351,-2.927,-7.404,-4.064,-15.426,-20.942
2020-02-25,3128.21,27.85,22.0,-97.68,-111.86,-35.48,-12.92,15.86,-9.87,6.22,-5.51,21.7,5.66,0,0,0,0,0,2.82,-7.0,-3.028,-0.366,-5.394,-3.87,-23.004,-19.826
2020-02-26,3116.39,27.56,21.0,-11.82,-97.68,-111.86,-35.48,-12.92,15.86,-9.87,6.22,-5.51,21.7,0,0,1,0,0,-0.29,-1.0,-0.378,-4.4,-0.836,0.439,-18.771,-14.472
2020-02-27,2978.76,39.16,13.0,-137.63,-11.82,-97.68,-111.86,-35.48,-12.92,15.86,-9.87,6.22,-5.51,0,1,1,0,0,11.6,-8.0,-4.416,-0.787,0.79,1.45,-18.632,-10.247
2020-02-28,2954.22,40.11,10.0,-24.54,-137.63,-11.82,-97.68,-111.86,-35.48,-12.92,15.86,-9.87,6.22,1,1,1,0,0,0.95,-3.0,-0.824,4.566,5.905,0.609,-18.29,-6.857
2020-03-02,3090.23,33.42,14.0,136.01,-24.54,-137.63,-11.82,-97.68,-111.86,-35.48,-12.92,15.86,-9.87,0,0,0,0,0,-6.69,4.0,4.604,-2.94,-2.244,-11.633,-26.583,-10.169
2020-03-03,3003.37,36.82,10.0,-86.86,136.01,-24.54,-137.63,-11.82,-97.68,-111.86,-35.48,-12.92,15.86,1,0,0,0,0,3.4,-4.0,-2.811,4.102,-1.003,-3.92,-24.787,-7.823
2020-03-04,3130.12,31.99,15.0,126.75,-86.86,136.01,-24.54,-137.63,-11.82,-97.68,-111.86,-35.48,-12.92,0,0,0,0,0,-4.83,5.0,4.22,-3.535,-12.771,-12.943,-22.734,-9.458
2020-03-05,3023.94,39.62,9.0,-106.18,126.75,-86.86,136.01,-24.54,-137.63,-11.82,-97.68,-111.86,-35.48,0,0,0,0,0,7.63,-6.0,-3.392,-1.648,-4.527,-17.357,-17.519,-7.686
2020-03-06,2972.37,41.94,7.0,-51.57,-106.18,126.75,-86.86,136.01,-24.54,-137.63,-11.82,-97.68,-111.86,0,0,0,0,0,2.32,-2.0,-1.705,-7.467,-7.639,-8.643,-11.32,-5.715
2020-03-09,2746.56,54.46,3.0,-225.81,-51.57,-106.18,126.75,-86.86,136.01,-24.54,-137.63,-11.82,-97.68,1,0,0,0,1,12.52,-4.0,-7.597,4.564,-8.946,-12.126,-6.9,4.306
2020-03-10,2882.23,47.3,6.0,135.67,-225.81,-51.57,-106.18,126.75,-86.86,136.01,-24.54,-137.63,-11.82,0,0,0,0,0,-7.16,3.0,4.94,-5.128,-6.234,-12.854,-9.305,-2.151
2020-03-11,2741.38,53.9,4.0,-140.85,135.67,-225.81,-51.57,-106.18,126.75,-86.86,136.01,-24.54,-137.63,0,0,0,0,0,6.6,-2.0,-4.887,-9.046,-12.326,-11.91,-5.44,-0.167
2020-03-12,2480.64,75.47,2.0,-260.74,-140.85,135.67,-225.81,-51.57,-106.18,126.75,-86.86,136.01,-24.54,1,1,0,0,1,21.57,-2.0,-9.511,8.404,1.771,-2.599,-0.37,11.624
