DATE,SP500,VIX,FNG,SP500_Change,SP500_Change_lag1,SP500_Change_lag2,SP500_Change_lag3,SP500_Change_lag4,SP500_Change_lag5,SP500_Change_lag6,SP500_Change_lag7,SP500_Change_lag8,SP500_Change_lag9,S&P_1day_up,S&P_3day_up,S&P_5day_up,S&P_14day_up,S&P_28day_up,VIX_Change,FNG_Change,SP500_Change_Percentage,SP500_Change_1day,SP500_Change_3day,SP500_Change_5day,SP500_Change_14day,SP500_Change_28day
2015-01-12,2028.26,19.6,30.0,-16.55,-17.33,36.24,23.29,-17.97,-37.62,-0.7,-21.45,-10.22,1.8,0,0,0,0,1,2.05,1.0,-0.809,-0.256,-1.741,-0.279,-0.362,3.981
2015-01-13,2023.03,20.56,29.0,-5.23,-16.55,-17.33,36.24,23.29,-17.97,-37.62,-0.7,-21.45,-10.22,0,0,1,1,1,0.96,-1.0,-0.258,-0.58,-0.178,0.448,1.331,4.558
2015-01-14,2011.27,21.48,30.0,-11.76,-5.23,-16.55,-17.33,36.24,23.29,-17.97,-37.62,-0.7,-21.45,0,1,1,1,1,0.92,1.0,-0.581,-0.919,0.558,2.564,1.495,5.071
2015-01-15,1992.67,22.39,30.0,-18.6,-11.76,-5.23,-16.55,-17.33,36.24,23.29,-17.97,-37.62,-0.7,1,1,1,1,1,0.91,0.0,-0.925,1.33,1.961,2.941,3.473,5.87
2015-01-16,2019.42,20.95,26.0,26.75,-18.6,-11.76,-5.23,-16.55,-17.33,36.24,23.29,-17.97,-37.62,1,1,1,1,1,-1.44,-4.0,1.342,0.157,2.195,1.89,1.809,4.27
2015-01-20,2022.55,19.89,25.0,3.13,26.75,-18.6,-11.76,-5.23,-16.55,-17.33,36.24,23.29,-17.97,1,1,1,1,1,-1.06,-1.0,0.155,0.474,1.449,0.347,1.198,4.696
2015-01-21,2032.12,18.85,28.0,9.57,3.13,26.75,-18.6,-11.76,-5.23,-16.55,-17.33,36.24,23.29,1,1,0,1,1,-1.04,3.0,0.473,1.534,1.235,-1.481,1.803,3.741
2015-01-22,2063.15,16.4,32.0,31.03,9.57,3.13,26.75,-18.6,-11.76,-5.23,-16.55,-17.33,36.24,0,0,0,1,1,-2.45,4.0,1.527,-0.558,-1.653,-2.062,0.265,1.741
2015-01-23,2051.82,16.66,31.0,-11.33,31.03,9.57,3.13,26.75,-18.6,-11.76,-5.23,-16.55,-17.33,1,0,0,1,1,0.26,-1.0,-0.549,0.255,-2.407,-2.755,1.777,2.386
2015-01-26,2057.09,15.52,28.0,5.27,-11.33,31.03,9.57,3.13,26.75,-18.6,-11.76,-5.23,-16.55,0,0,0,1,1,-1.14,-3.0,0.257,-1.342,-1.747,-1.766,1.945,0.691
2015-01-27,2029.55,17.22,28.0,-27.54,5.27,-11.33,31.03,9.57,3.13,26.75,-18.6,-11.76,-5.23,0,0,1,1,1,1.7,0.0,-1.339,-1.331,-1.68,0.996,3.441,2.425
2015-01-28,2002.16,20.44,26.0,-27.39,-27.54,5.27,-11.33,31.03,9.57,3.13,26.75,-18.6,-11.76,1,1,1,1,1,3.22,-2.0,-1.35,0.941,0.921,1.939,4.805,2.069
2015-01-29,2021.25,18.76,26.0,19.09,-27.39,-27.54,5.27,-11.33,31.03,9.57,3.13,26.75,-18.6,0,1,1,1,1,-1.68,0.0,0.953,-1.312,1.437,2.061,3.806,0.948
2015-01-30,1994.99,20.97,25.0,-26.26,19.09,-27.39,-27.54,5.27,-11.33,31.03,9.57,3.13,26.75,1,1,1,1,1,2.21,-1.0,-1.299,1.279,2.302,2.992,5.705,3.511
2015-02-02,2020.85,19.43,30.0,25.86,-26.26,19.09,-27.39,-27.54,5.27,-11.33,31.03,9.57,3.13,1,1,1,1,1,-1.54,5.0,1.296,1.463,2.089,1.298,4.452,1.632
2015-02-03,2050.03,17.33,46.0,29.18,25.86,-26.26,19.09,-27.39,-27.54,5.27,-11.33,31.03,9.57,0,1,1,1,1,-2.1,16.0,1.444,-0.422,0.269,0.918,3.239,1.542
2015-02-04,2041.51,18.33,42.0,-8.52,29.18,25.86,-26.26,19.09,-27.39,-27.54,5.27,-11.33,31.03,1,1,1,1,1,1.0,-4.0,-0.416,1.025,0.255,1.318,3.529,1.599
2015-02-05,2062.52,16.85,50.0,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,-27.54,5.27,-11.33,0,1,1,1,1,-1.48,8.0,1.029,-0.345,0.297,1.272,2.362,1.811
2015-02-06,2055.47,17.29,52.0,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,-27.54,5.27,0,1,1,1,1,0.44,2.0,-0.342,-0.423,0.633,2.013,2.377,1.639
2015-02-09,2046.74,18.55,52.0,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,-27.54,1,1,1,1,1,1.26,0.0,-0.425,1.063,2.031,2.608,3.437,2.985
2015-02-10,2068.59,17.23,54.0,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,0,1,1,1,1,-1.32,2.0,1.068,-0.003,1.388,1.519,1.915,1.751
2015-02-11,2068.53,16.96,61.0,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,1,1,1,1,1,-0.27,7.0,-0.003,0.964,1.538,1.398,1.45,1.11
2015-02-12,2088.48,15.34,64.0,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,1,1,1,1,0,-1.62,3.0,0.964,0.411,0.541,1.055,0.607,-1.326
2015-02-13,2096.99,14.69,73.0,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,1,1,1,0,0,-0.65,9.0,0.407,0.16,0.022,0.607,-1.232,-1.955
2015-02-17,2100.34,15.8,77.0,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,0,1,1,0,0,1.11,4.0,0.16,-0.031,0.475,0.722,-0.997,-1.875
2015-02-18,2099.68,15.45,79.0,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,0,1,1,0,0,-0.35,2.0,-0.031,-0.106,0.475,0.675,-2.643,-0.64
2015-02-19,2097.45,15.29,77.0,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,1,1,1,0,0,-0.16,-2.0,-0.106,0.612,0.859,0.633,-2.725,-1.408
2015-02-20,2110.3,14.3,80.0,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,0,1,0,0,0,-0.99,3.0,0.613,-0.031,0.17,-0.277,-2.114,-2.413
2015-02-23,2109.66,14.56,77.0,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,1,1,1,0,0,0.26,-3.0,-0.03,0.276,0.051,0.366,-2.666,-2.023
2015-02-24,2115.48,13.69,75.0,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,0,0,0,0,0,-0.87,-2.0,0.276,-0.077,-0.52,-0.365,-1.625,-1.652
2015-02-25,2113.86,13.84,77.0,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,0,1,0,0,0,0.15,2.0,-0.077,-0.147,0.167,-0.725,-1.871,-1.774
2015-02-26,2110.74,13.91,78.0,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,0,0,0,0,0,0.07,1.0,-0.148,-0.295,-0.14,-0.459,-0.532,-1.364
2015-02-27,2104.5,13.34,74.0,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,1,0,0,0,0,-0.57,-4.0,-0.296,0.611,-0.283,-1.575,-0.722,-0.631
2015-03-02,2117.39,13.04,74.0,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,0,0,0,0,0,-0.3,0.0,0.612,-0.457,-0.777,-1.804,-0.441,-0.728
2015-03-03,2107.78,13.86,66.0,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,0,0,0,0,0,0.82,-8.0,-0.454,-0.437,-1.725,-3.005,-0.159,-0.725
2015-03-04,2098.53,14.23,66.0,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,1,0,0,0,0,0.37,0.0,-0.439,0.119,-0.906,-2.765,-0.334,-0.128
2015-03-05,2101.04,14.04,65.0,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,0,0,0,0,1,-0.19,-1.0,0.12,-1.419,-2.71,-1.672,-1.906,0.266
2015-03-06,2071.26,15.2,58.0,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,1,0,0,0,1,1.16,-7.0,-1.417,0.389,-1.476,-0.85,-0.719,1.605
2015-03-09,2079.43,15.06,58.0,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,0,0,1,0,1,-0.14,0.0,0.394,-1.703,-0.651,0.085,-0.889,0.084
2015-03-10,2044.16,16.69,52.0,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,0,1,1,1,1,1.63,-6.0,-1.696,-0.189,0.444,1.448,2.024,2.705
2015-03-11,2040.24,16.87,44.0,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,1,1,1,1,1,0.18,-8.0,-0.192,1.258,2.003,2.899,1.353,2.791
2015-03-12,2065.95,15.42,46.0,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,0,1,1,0,1,-1.45,2.0,1.26,-0.615,0.408,1.143,-0.307,2.059
2015-03-13,2053.4,16.0,39.0,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,1,1,1,1,1,0.58,-7.0,-0.607,1.345,2.231,2.648,0.656,2.881
2015-03-16,2081.19,15.61,42.0,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,0,1,1,0,1,-0.39,3.0,1.353,-0.337,0.393,1.131,-0.028,1.778
2015-03-17,2074.28,15.66,40.0,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,1,1,1,1,1,0.05,-2.0,-0.332,1.212,1.625,0.827,0.099,1.664
2015-03-18,2099.5,13.97,39.0,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,0,1,0,0,1,-1.69,-1.0,1.216,-0.493,0.237,-1.854,-0.848,0.736
2015-03-19,2089.27,14.07,43.0,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,1,1,0,1,1,0.1,4.0,-0.487,0.897,0.106,-1.578,0.091,0.837
2015-03-20,2108.1,13.02,43.0,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,0,0,0,0,0,-1.05,0.0,0.901,-0.176,-2.252,-2.253,-0.289,-1.081
2015-03-23,2104.42,13.41,48.0,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,0,0,0,0,1,0.39,5.0,-0.175,-0.613,-2.29,-0.862,-0.569,0.184
2015-03-24,2091.5,13.62,44.0,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,0,0,0,1,1,0.21,-4.0,-0.614,-1.447,-1.448,-1.122,0.206,1.092
2015-03-25,2061.05,15.44,44.0,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,0,1,0,1,1,1.82,0.0,-1.456,-0.234,1.204,-0.065,2.179,1.358
2015-03-26,2056.15,15.8,37.0,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,1,1,1,1,1,0.36,-7.0,-0.238,0.236,0.57,0.524,2.37,1.164
2015-03-27,2061.02,15.07,36.0,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,1,0,1,1,1,-0.73,-1.0,0.237,1.227,-0.065,0.953,0.98,1.312
2015-03-30,2086.24,14.51,37.0,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,0,0,0,1,1,-0.56,1.0,1.224,-0.89,-0.935,-0.481,0.687,1.449
2015-03-31,2067.89,15.29,37.0,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,0,1,1,1,1,0.78,0.0,-0.88,-0.393,0.61,0.672,1.409,1.795
2015-04-01,2059.69,15.11,35.0,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,1,1,1,1,1,-0.18,-2.0,-0.397,0.352,0.805,1.523,2.334,1.907
2015-04-02,2066.96,14.67,40.0,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,1,1,1,1,1,-0.44,5.0,0.353,0.663,0.725,1.704,2.232,1.53
2015-04-06,2080.62,14.74,43.0,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,0,1,1,1,1,0.07,3.0,0.661,-0.208,0.511,0.571,1.793,1.958
2015-04-07,2076.33,14.78,48.0,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,1,1,1,1,1,0.04,5.0,-0.206,0.268,1.237,0.938,1.566,2.23
2015-04-08,2081.9,13.98,48.0,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,1,1,1,1,1,-0.8,0.0,0.268,0.447,0.507,1.191,1.583,2.278
2015-04-09,2091.18,13.09,56.0,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,1,1,1,1,1,-0.89,8.0,0.446,0.523,0.224,0.663,0.753,1.76
2015-04-10,2102.06,12.58,56.0,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,0,1,0,0,1,-0.51,0.0,0.52,-0.461,0.219,-0.998,-0.791,1.138
2015-04-13,2092.43,13.94,60.0,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,1,1,1,1,1,1.36,4.0,-0.458,0.162,0.598,0.379,0.754,1.826
2015-04-14,2095.84,13.67,60.0,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,1,0,1,1,1,-0.27,0.0,0.163,0.516,-0.701,0.069,0.891,1.444
2015-04-15,2106.63,12.84,60.0,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,0,0,1,0,0,-0.83,0.0,0.515,-0.078,-0.297,0.063,-0.819,-0.116
2015-04-16,2104.99,12.6,57.0,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,0,0,1,0,1,-0.24,-3.0,-0.078,-1.13,-0.366,0.377,-1.179,0.878
2015-04-17,2081.18,13.89,57.0,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,1,1,1,1,1,1.29,0.0,-1.131,0.913,1.272,1.734,0.324,1.882
2015-04-20,2100.4,13.3,55.0,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,0,1,1,1,1,-0.59,-2.0,0.924,-0.149,0.602,0.409,0.754,0.336
2015-04-21,2097.29,13.25,59.0,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,1,1,1,1,1,-0.05,4.0,-0.148,0.508,0.971,0.832,0.383,0.687
2015-04-22,2107.96,12.71,59.0,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,1,1,0,0,1,-0.54,0.0,0.509,0.237,0.046,-0.053,-0.421,0.078
2015-04-23,2112.93,12.48,64.0,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,1,1,0,0,1,-0.23,5.0,0.236,0.226,0.087,-1.301,-0.685,0.054
2015-04-24,2117.69,12.29,66.0,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,0,0,0,1,0,-0.19,2.0,0.225,-0.415,-0.513,-0.445,0.161,-1.034
2015-04-27,2108.92,13.12,59.0,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,1,0,1,1,0,0.83,-7.0,-0.414,0.276,-1.105,0.263,0.652,-0.76
2015-04-28,2114.76,12.41,61.0,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,0,0,0,1,0,-0.71,2.0,0.277,-0.375,-0.307,-1.2,0.685,-1.682
2015-04-29,2106.85,13.39,61.0,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,0,1,0,1,0,0.98,0.0,-0.374,-1.009,0.361,-1.263,0.992,-1.263
2015-04-30,2085.51,14.55,53.0,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,1,1,1,1,1,1.16,-8.0,-1.013,1.081,0.187,0.118,1.915,0.935
2015-05-01,2108.29,12.7,61.0,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,1,0,1,1,1,-1.85,8.0,1.092,0.297,-1.349,0.374,1.08,0.027
2015-05-04,2114.49,12.85,61.0,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,0,0,0,1,0,0.15,0.0,0.294,-1.187,-1.256,-0.434,0.549,-0.967
2015-05-05,2089.46,14.31,58.0,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,0,1,1,1,0,1.46,-3.0,-1.184,-0.44,1.26,0.457,0.697,-0.238
2015-05-06,2080.15,15.15,58.0,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,1,1,1,1,1,0.84,0.0,-0.446,0.376,1.205,0.877,2.074,0.772
2015-05-07,2088.0,15.13,53.0,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,1,1,1,1,1,-0.02,-5.0,0.377,1.351,0.535,1.591,1.576,0.598
2015-05-08,2116.1,12.86,58.0,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,0,0,1,0,1,-2.27,5.0,1.346,-0.516,-0.844,0.318,-0.417,0.246
2015-05-11,2105.33,13.85,53.0,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,0,1,1,1,1,0.99,-5.0,-0.509,-0.293,0.745,1.128,0.302,0.22
2015-05-12,2099.12,13.86,49.0,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,0,1,1,1,1,0.01,-4.0,-0.295,-0.03,1.121,1.364,0.498,1.127
2015-05-13,2098.48,13.76,55.0,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,1,1,1,1,1,-0.1,6.0,-0.03,1.078,1.463,1.304,0.743,1.225
2015-05-14,2121.1,12.74,57.0,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,1,1,1,0,0,-1.02,2.0,1.078,0.078,0.321,0.463,-1.204,-0.597
2015-05-15,2122.73,12.38,57.0,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,1,1,1,0,0,-0.36,0.0,0.077,0.305,0.147,0.157,-1.41,-0.963
2015-05-18,2129.2,12.73,62.0,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,0,1,0,0,0,0.35,5.0,0.305,-0.065,0.076,-1.178,-2.352,-1.305
2015-05-19,2127.83,12.85,62.0,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,0,0,0,0,0,0.12,0.0,-0.064,-0.093,-0.083,-0.204,-2.239,-3.297
2015-05-20,2125.85,12.88,64.0,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,1,0,0,0,0,0.03,2.0,-0.093,0.234,-1.017,-0.238,-0.97,-2.949
2015-05-21,2130.82,12.11,64.0,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,0,0,0,0,0,-0.77,0.0,0.234,-0.224,-0.345,-1.102,-1.033,-2.512
2015-05-22,2126.06,12.13,60.0,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,0,0,0,0,0,0.02,-4.0,-0.223,-1.026,-0.247,-0.673,-1.499,-2.313
2015-05-26,2104.2,14.06,50.0,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,1,1,1,0,0,1.93,-10.0,-1.028,0.907,0.15,0.254,-0.93,-1.667
2015-05-27,2123.48,13.27,47.0,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,0,0,0,0,0,-0.79,-3.0,0.916,-0.128,-0.558,-0.447,-1.292,-2.003
2015-05-28,2120.79,13.31,47.0,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,0,0,0,0,0,0.04,0.0,-0.127,-0.631,-0.527,-1.175,-0.958,-3.49
2015-05-29,2107.39,13.84,43.0,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,1,1,0,1,0,0.53,-4.0,-0.632,0.205,0.315,-0.687,0.653,-2.644
2015-06-01,2111.73,13.97,40.0,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,0,0,0,0,0,0.13,-3.0,0.206,-0.101,-0.754,-1.54,-0.083,-1.666
2015-06-02,2109.6,14.24,43.0,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,1,0,0,1,0,0.27,3.0,-0.101,0.212,-0.794,-1.395,0.627,-0.474
2015-06-03,2114.07,13.66,45.0,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,0,0,0,1,0,-0.58,2.0,0.212,-0.864,-1.649,-0.42,0.48,-0.243
2015-06-04,2095.84,14.71,44.0,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,0,0,1,1,1,1.05,-1.0,-0.862,-0.142,-0.742,0.616,0.603,0.547
2015-06-05,2092.83,14.21,40.0,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,0,1,1,1,1,-0.5,-4.0,-0.144,-0.647,0.59,0.061,0.452,1.501
2015-06-08,2079.28,15.29,36.0,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,1,1,1,1,1,1.08,-4.0,-0.647,0.042,1.413,0.246,1.061,2.263
2015-06-09,2080.15,14.47,36.0,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,1,1,1,0,1,-0.82,0.0,0.042,1.205,0.671,0.776,-1.083,2.315
2015-06-10,2105.2,13.22,37.0,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,1,0,0,0,1,-1.25,1.0,1.204,0.176,-0.998,-0.229,-2.023,0.674
2015-06-11,2108.86,12.85,41.0,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,0,0,1,0,1,-0.37,4.0,0.174,-0.701,-0.597,0.588,-1.493,0.251
2015-06-12,2094.11,13.78,30.0,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,0,1,1,0,1,0.93,-11.0,-0.699,-0.459,0.3,0.753,-0.822,0.381
2015-06-15,2084.43,15.39,26.0,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,1,1,1,0,0,1.61,-4.0,-0.462,0.566,1.758,1.835,-0.748,-0.228
2015-06-16,2096.29,14.81,27.0,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,1,1,1,0,0,-0.58,1.0,0.569,0.199,0.657,1.339,-0.717,-1.374
2015-06-17,2100.44,14.5,26.0,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,1,1,1,0,0,-0.31,-1.0,0.198,0.992,1.069,0.388,-2.565,-0.343
2015-06-18,2121.24,13.19,34.0,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,0,1,0,0,0,-1.31,8.0,0.99,-0.536,0.141,-0.901,-3.329,-0.603
2015-06-19,2109.99,13.96,30.0,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,1,0,0,0,0,0.77,-4.0,-0.53,0.606,-0.066,-0.401,-1.573,-0.064
2015-06-22,2122.85,12.74,42.0,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,1,0,0,0,0,-1.22,12.0,0.609,0.064,-0.973,-3.091,-1.102,-0.901
2015-06-23,2124.2,12.11,49.0,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0,0,0,0,0,-0.63,7.0,0.064,-0.736,-1.07,-2.878,-0.718,-1.232
2015-06-24,2108.58,13.26,36.0,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,0,0,0,0,0,1.15,-13.0,-0.735,-0.295,-2.398,-1.467,-0.056,-0.718
2015-06-25,2102.31,14.01,34.0,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,0,0,0,1,0,0.75,-2.0,-0.297,-0.039,-1.859,-1.211,1.042,-0.117
2015-06-26,2101.49,14.02,33.0,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,0,0,0,1,0,0.01,-1.0,-0.039,-2.086,-1.145,-1.557,1.196,-0.853
2015-06-29,2057.64,18.85,8.0,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,1,1,1,1,1,4.83,-25.0,-2.087,0.26,0.911,1.128,3.361,0.948
2015-06-30,2063.11,18.23,11.0,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,1,1,0,1,1,-0.62,3.0,0.266,0.695,0.275,-0.798,2.726,1.996
2015-07-01,2077.42,16.09,18.0,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,0,1,0,1,1,-2.14,7.0,0.694,-0.031,0.19,-1.266,1.78,0.322
2015-07-02,2076.78,16.79,16.0,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,0,0,0,1,1,0.7,-2.0,-0.031,-0.386,-1.449,-0.008,1.221,0.446
2015-07-06,2068.76,17.01,13.0,-8.02,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,1,0,1,1,1,0.22,-3.0,-0.386,0.606,-0.84,1.485,0.524,0.704
2015-07-07,2081.34,16.09,13.0,12.58,-8.02,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,0,0,1,0,1,-0.92,0.0,0.608,-1.675,-0.228,1.335,-0.662,0.493
2015-07-08,2046.68,19.66,9.0,-34.66,12.58,-8.02,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1,1,1,1,1,3.57,-4.0,-1.665,0.222,2.543,2.917,2.238,2.679
2015-07-09,2051.31,19.97,12.0,4.63,-34.66,12.58,-8.02,-0.64,14.31,5.47,-43.85,-0.82,-6.27,1,1,1,1,1,0.31,3.0,0.226,1.237,2.816,3.566,2.798,2.228
