DATE,SP500,VIX,FNG,RSI,BB_Upper_Distance,BB_Lower_Distance,VIX_lag1,FNG_lag1,VIX_lag3,FNG_lag3,VIX_lag5,FNG_lag5,VIX_MA3,FNG_MA3,S&P_1day_up,S&P_3day_up,S&P_5day_up
2024-05-24,5304.72,11.93,51.74,63.41,0.0177,0.0559,12.77,52.37,11.86,59.43,11.99,62.8,12.33,54.21,1,0,0
2024-05-28,5306.04,12.92,54.69,63.55,0.019,0.0539,11.93,51.74,12.29,58.51,12.15,60.43,12.54,52.93,0,0,0
2024-05-29,5266.95,14.28,49.97,56.62,0.0247,0.0397,12.92,54.69,12.77,52.37,11.86,59.43,13.04,52.13,0,1,1
2024-05-30,5235.48,14.47,45.09,51.72,0.0267,0.0248,14.28,49.97,11.93,51.74,12.29,58.51,13.89,49.92,1,1,1
2024-05-31,5277.51,12.92,48.43,57.06,0.0158,0.0253,14.47,45.09,12.92,54.69,12.77,52.37,13.89,47.83,1,1,1
2024-06-03,5283.4,13.11,45.49,57.77,0.0131,0.0216,12.92,48.43,14.28,49.97,11.93,51.74,13.5,46.34,1,1,1
2024-06-04,5291.34,13.16,47.63,58.75,0.0112,0.0206,13.11,45.49,14.47,45.09,12.92,54.69,13.06,47.18,1,1,1
2024-06-05,5354.03,12.63,51.14,65.56,0.001,0.031,13.16,47.63,12.92,48.43,14.28,49.97,12.97,48.09,0,1,1
2024-06-06,5352.96,12.58,45.31,65.37,0.002,0.0283,12.63,51.14,13.11,45.49,14.47,45.09,12.79,48.03,0,1,1
2024-06-07,5346.99,12.22,43.4,64.2,0.0038,0.0254,12.58,45.31,13.16,47.63,12.92,48.43,12.48,46.62,1,1,1
2024-06-10,5360.79,12.74,44.74,65.72,0.0024,0.0265,12.22,43.4,12.63,51.14,13.11,45.49,12.51,44.48,1,1,1
2024-06-11,5375.32,12.85,44.4,67.3,0.0008,0.0274,12.74,44.74,12.58,45.31,13.16,47.63,12.6,44.18,1,1,1
2024-06-12,5421.03,12.04,46.57,71.72,-0.0041,0.0365,12.85,44.4,12.22,43.4,12.63,51.14,12.54,45.24,1,1,1
2024-06-13,5433.74,11.94,44.57,72.81,-0.0026,0.0406,12.04,46.57,12.74,44.74,12.58,45.31,12.28,45.18,0,1,1
2024-06-14,5431.6,12.66,41.11,72.31,0.001,0.0409,11.94,44.57,12.85,44.4,12.22,43.4,12.21,44.08,1,1,1
2024-06-17,5473.23,12.75,43.29,75.85,-0.0021,0.0505,12.66,41.11,12.04,46.57,12.74,44.74,12.45,42.99,1,0,0
2024-06-18,5487.03,12.3,41.29,76.9,-0.0002,0.0544,12.75,43.29,11.94,44.57,12.85,44.4,12.57,41.9,0,0,0
2024-06-20,5473.17,13.28,38.71,73.43,0.0055,0.0523,12.3,41.29,12.66,41.11,12.04,46.57,12.78,41.1,0,0,1
2024-06-21,5464.62,13.2,39.06,71.3,0.0096,0.0502,13.28,38.71,12.75,43.29,11.94,44.57,12.93,39.69,0,1,0
2024-06-24,5447.87,13.33,37.77,67.18,0.0139,0.0449,13.2,39.06,12.3,41.29,12.66,41.11,13.27,38.51,1,1,1
2024-06-25,5469.3,12.84,37.29,69.6,0.012,0.0479,13.33,37.77,13.28,38.71,12.75,43.29,13.12,38.04,1,0,1
2024-06-26,5477.9,12.55,40.89,70.54,0.0124,0.0483,12.84,37.29,13.2,39.06,12.3,41.29,12.91,38.65,1,0,1
2024-06-27,5482.87,12.24,45.51,71.09,0.0126,0.0461,12.55,40.89,13.33,37.77,13.28,38.71,12.54,41.23,0,1,1
2024-06-28,5460.48,12.44,44.31,65.13,0.0157,0.0364,12.24,45.51,12.84,37.29,13.2,39.06,12.41,43.57,1,1,1
2024-07-01,5475.09,12.22,47.94,67.07,0.0129,0.035,12.44,44.31,12.55,40.89,13.33,37.77,12.3,45.92,1,1,1
2024-07-02,5509.01,12.03,49.74,71.09,0.007,0.0373,12.22,47.94,12.24,45.51,12.84,37.29,12.23,47.33,1,1,1
2024-07-03,5537.02,12.09,48.37,73.93,0.0025,0.0383,12.03,49.74,12.44,44.31,12.55,40.89,12.11,48.68,1,1,1
2024-07-05,5567.19,12.48,49.71,76.59,-0.0001,0.0429,12.09,48.37,12.22,47.94,12.24,45.51,12.2,49.27,1,1,1
2024-07-08,5572.85,12.37,51.06,77.06,0.0012,0.0422,12.48,49.71,12.03,49.74,12.44,44.31,12.31,49.71,1,1,1
2024-07-09,5576.98,12.51,50.57,77.42,0.002,0.0402,12.37,51.06,12.09,48.37,12.22,47.94,12.45,50.45,1,1,1
2024-07-10,5633.91,12.85,54.6,81.67,-0.0044,0.0496,12.51,50.57,12.48,49.71,12.03,49.74,12.58,52.08,0,0,0
2024-07-11,5584.54,12.92,49.4,69.46,0.0054,0.0374,12.85,54.6,12.37,51.06,12.09,48.37,12.76,51.52,1,1,0
2024-07-12,5615.35,12.46,54.37,72.25,0.0025,0.0422,12.92,49.4,12.51,50.57,12.48,49.71,12.74,52.79,1,0,0
2024-07-15,5631.22,13.12,57.74,73.58,0.0025,0.0444,12.46,54.37,12.85,54.6,12.37,51.06,12.83,53.84,1,0,0
2024-07-16,5667.2,13.19,57.03,76.37,-0.0002,0.0505,13.12,57.74,12.92,49.4,12.51,50.57,12.92,56.38,0,0,0
2024-07-17,5588.27,14.48,46.11,61.15,0.0146,0.0347,13.19,57.03,12.46,54.37,12.85,54.6,13.6,53.63,0,0,0
2024-07-18,5544.59,15.93,45.94,54.66,0.0225,0.0257,14.48,46.11,13.12,57.74,12.92,49.4,14.53,49.69,0,1,0
2024-07-19,5505.0,16.52,43.0,49.53,0.0293,0.0176,15.93,45.94,13.19,57.03,12.46,54.37,15.64,45.02,1,0,0
2024-07-22,5564.41,14.91,48.43,56.18,0.019,0.0268,16.52,43.0,14.48,46.11,13.12,57.74,15.79,45.79,0,0,0
2024-07-23,5555.74,14.72,46.86,55.04,0.02,0.0226,14.91,48.43,15.93,45.94,13.19,57.03,15.38,46.1,0,0,0
2024-07-24,5427.13,18.04,38.61,41.57,0.0435,0.0006,14.72,46.86,16.52,43.0,14.48,46.11,15.89,44.63,0,1,1
2024-07-25,5399.22,18.46,39.07,39.32,0.0499,-0.0014,18.04,38.61,14.91,48.43,15.93,45.94,17.07,41.51,1,1,1
2024-07-26,5459.1,16.39,42.54,46.06,0.0396,0.0104,18.46,39.07,14.72,46.86,16.52,43.0,17.63,40.07,1,1,0
2024-07-29,5463.54,16.6,42.07,46.54,0.0388,0.0111,16.39,42.54,18.04,38.61,14.91,48.43,17.15,41.23,0,0,0
2024-07-30,5436.44,17.69,40.8,43.99,0.0441,0.0073,16.6,42.07,18.46,39.07,14.72,46.86,16.89,41.8,1,0,0
2024-07-31,5522.3,16.36,46.89,52.79,0.029,0.023,17.69,40.8,16.39,42.54,18.04,38.61,16.88,43.25,0,0,0
2024-08-01,5446.68,18.59,32.41,45.95,0.0425,0.011,16.36,46.89,16.6,42.07,18.46,39.07,17.55,40.03,0,0,0
2024-08-02,5346.56,23.39,27.2,38.77,0.0617,-0.0017,18.59,32.41,17.69,40.8,16.39,42.54,19.45,35.5,0,0,0
2024-08-05,5186.33,38.57,16.57,30.55,0.0953,-0.0182,23.39,27.2,16.36,46.89,16.6,42.07,26.85,25.39,1,1,1
2024-08-06,5240.03,27.71,23.68,35.49,0.0874,-0.0,38.57,16.57,18.59,32.41,17.69,40.8,29.89,22.48,0,1,1
2024-08-07,5199.5,27.85,19.76,33.55,0.0943,0.0004,27.71,23.68,23.39,27.2,16.36,46.89,31.38,20.0,1,1,1
2024-08-08,5319.31,23.79,23.95,43.39,0.0716,0.0265,27.85,19.76,38.57,16.57,18.59,32.41,26.45,22.46,1,1,1
2024-08-09,5344.16,20.37,23.46,45.21,0.0641,0.0328,23.79,23.95,27.71,23.68,23.39,27.2,24.0,22.39,1,1,1
2024-08-12,5344.39,20.71,21.94,45.22,0.0598,0.0334,20.37,23.46,27.85,19.76,38.57,16.57,21.62,23.12,1,1,1
2024-08-13,5434.43,18.12,25.09,51.72,0.0378,0.0482,20.71,21.94,23.79,23.95,27.71,23.68,19.73,23.5,1,1,1
2024-08-14,5455.21,16.19,27.6,53.1,0.0308,0.0509,18.12,25.09,20.37,23.46,27.85,19.76,18.34,24.88,1,1,1
2024-08-15,5543.22,15.23,33.11,58.52,0.0151,0.0678,16.19,27.6,20.71,21.94,23.79,23.95,16.51,28.6,1,1,1
2024-08-16,5554.25,14.8,35.43,59.15,0.0145,0.0706,15.23,33.11,18.12,25.09,20.37,23.46,15.41,32.05,1,1,1
2024-08-19,5608.25,14.65,46.94,62.21,0.0065,0.0819,14.8,35.43,16.19,27.6,20.71,21.94,14.89,38.49,0,0,1
2024-08-20,5597.12,15.88,47.29,61.2,0.0098,0.0805,14.65,46.94,15.23,33.11,18.12,25.09,15.11,43.22,1,1,1
2024-08-21,5620.85,16.27,51.74,62.6,0.0102,0.0865,15.88,47.29,14.8,35.43,16.19,27.6,15.6,48.66,0,0,0
2024-08-22,5570.64,17.55,48.4,57.83,0.0218,0.0765,16.27,51.74,14.65,46.94,15.23,33.11,16.57,49.14,1,1,1
2024-08-23,5634.61,15.86,54.83,61.82,0.0145,0.09,17.55,48.4,15.88,47.29,14.8,35.43,16.56,51.66,0,0,1
2024-08-26,5616.84,16.15,43.63,60.12,0.0207,0.0871,15.86,54.83,16.27,51.74,14.65,46.94,16.52,48.95,1,0,0
2024-08-27,5625.8,15.43,55.0,60.71,0.0224,0.0889,16.15,43.63,17.55,48.4,15.88,47.29,15.81,51.15,0,1,0
2024-08-28,5592.18,17.11,56.23,57.3,0.0296,0.0826,15.43,55.0,15.86,54.83,16.27,51.74,16.23,51.62,0,0,0
2024-08-29,5591.96,15.65,60.11,57.28,0.0317,0.0821,17.11,56.23,16.15,43.63,17.55,48.4,16.06,57.11,1,0,0
2024-08-30,5648.4,15.0,62.97,61.48,0.0251,0.0906,15.65,60.11,15.43,55.0,15.86,54.83,15.92,59.77,0,0,0
2024-09-03,5528.93,20.72,54.14,50.21,0.0432,0.0575,15.0,62.97,17.11,56.23,16.15,43.63,17.12,59.07,0,0,0
2024-09-04,5520.07,21.32,49.74,49.48,0.0424,0.0473,20.72,54.14,15.65,60.11,15.43,55.0,19.01,55.62,0,0,1
2024-09-05,5503.41,19.9,47.57,48.08,0.04,0.032,21.32,49.74,15.0,62.97,17.11,56.23,20.65,50.48,0,0,1
2024-09-06,5408.42,22.38,39.26,40.94,0.0546,0.0103,19.9,47.57,20.72,54.14,15.65,60.11,21.2,45.52,1,1,1
2024-09-09,5471.05,19.45,40.89,46.57,0.0415,0.0171,22.38,39.26,21.32,49.74,15.0,62.97,20.58,42.57,1,1,1
2024-09-10,5495.52,19.08,38.46,48.63,0.0342,0.0154,19.45,40.89,19.9,47.57,20.72,54.14,20.3,39.54,1,1,1
2024-09-11,5554.13,17.69,39.09,53.28,0.0231,0.0231,19.08,38.46,22.38,39.26,21.32,49.74,18.74,39.48,1,1,1
2024-09-12,5595.76,17.07,44.8,56.31,0.0156,0.028,17.69,39.09,19.45,40.89,19.9,47.57,17.95,40.78,1,1,1
2024-09-13,5626.02,16.56,47.49,58.42,0.0115,0.0332,17.07,44.8,19.08,38.46,22.38,39.26,17.11,43.79,1,0,1
2024-09-16,5633.09,17.14,54.09,58.92,0.0114,0.0343,16.56,47.49,17.69,39.09,19.45,40.89,16.92,48.79,1,1,1
2024-09-17,5634.58,17.61,55.89,59.03,0.0117,0.0347,17.14,54.09,17.07,44.8,19.08,38.46,17.1,52.49,0,1,1
2024-09-18,5618.26,18.23,60.83,57.2,0.015,0.0317,17.61,55.89,16.56,47.49,17.69,39.09,17.66,56.94,1,1,1
2024-09-19,5713.64,16.33,65.09,64.19,0.0012,0.0508,18.23,60.83,17.14,54.09,17.07,44.8,17.39,60.6,0,1,1
2024-09-20,5702.55,16.15,63.86,62.9,0.006,0.0493,16.33,65.09,17.61,55.89,16.56,47.49,16.9,63.26,1,1,1
2024-09-23,5718.57,15.89,65.06,64.02,0.0056,0.0533,16.15,63.86,18.23,60.83,17.14,54.09,16.12,64.67,1,1,1
2024-09-24,5732.93,15.39,66.49,65.04,0.0061,0.0571,15.89,65.06,16.33,65.09,17.61,55.89,15.81,65.14,0,1,0
2024-09-25,5722.26,15.41,67.09,63.6,0.0102,0.0558,15.39,66.49,16.15,63.86,18.23,60.83,15.56,66.21,1,1,0
2024-09-26,5745.37,15.37,68.83,65.39,0.0093,0.0606,15.41,67.09,15.89,65.06,16.33,65.09,15.39,67.47,0,0,0
2024-09-27,5738.17,16.96,72.77,64.33,0.0132,0.0594,15.37,68.83,15.39,66.49,16.15,63.86,15.91,69.56,1,0,1
2024-09-30,5762.48,16.73,73.51,66.32,0.0116,0.0647,16.96,72.77,15.41,67.09,15.89,65.06,16.35,71.7,0,0,0
2024-10-01,5708.75,19.26,67.83,58.55,0.0221,0.0528,16.73,73.51,15.37,68.83,15.39,66.49,17.65,71.37,1,1,1
2024-10-02,5709.54,18.9,69.91,58.62,0.023,0.0504,19.26,67.83,16.96,72.77,15.41,67.09,18.3,70.42,0,0,1
2024-10-03,5699.94,20.49,71.09,57.24,0.0248,0.0451,18.9,69.91,16.73,73.51,15.37,68.83,19.55,69.61,1,1,1
2024-10-04,5751.07,19.21,73.6,62.35,0.014,0.0455,20.49,71.09,19.26,67.83,16.96,72.77,19.53,71.53,0,1,1
2024-10-07,5695.94,22.64,69.43,54.75,0.0209,0.0285,19.21,73.6,18.9,69.91,16.73,73.51,20.78,71.37,1,1,1
2024-10-08,5751.13,21.42,70.6,60.0,0.0094,0.0315,22.64,69.43,20.49,71.09,19.26,67.83,21.09,71.21,1,1,1
2024-10-09,5792.04,20.86,71.43,63.4,0.0027,0.0347,21.42,70.6,19.21,73.6,18.9,69.91,21.64,70.49,0,1,1
2024-10-10,5780.05,20.93,69.09,61.74,0.0051,0.0296,20.86,71.43,22.64,69.43,20.49,71.09,21.07,70.37,1,1,1
2024-10-11,5815.03,20.46,74.63,64.64,0.001,0.0344,20.93,69.09,21.42,70.6,19.21,73.6,20.75,71.72,1,1,1
2024-10-14,5859.85,19.7,75.09,67.99,-0.0033,0.0418,20.46,74.63,20.86,71.43,22.64,69.43,20.36,72.94,0,0,0
2024-10-15,5815.26,20.64,66.94,61.73,0.0052,0.0315,19.7,75.09,20.93,69.09,21.42,70.6,20.27,72.22,1,1,1
2024-10-16,5842.47,19.58,69.46,63.91,0.0011,0.0329,20.64,66.94,20.46,74.63,20.86,71.43,19.97,70.5,0,1,0
2024-10-17,5841.47,19.11,70.77,63.77,0.0033,0.0325,19.58,69.46,19.7,75.09,20.93,69.09,19.78,69.06,1,1,0
2024-10-18,5864.67,18.03,74.69,65.7,0.0018,0.0363,19.11,70.77,20.64,66.94,20.46,74.63,18.91,71.64,0,0,0
2024-10-21,5853.98,18.37,70.31,64.01,0.0054,0.0339,18.03,74.69,19.58,69.46,19.7,75.09,18.5,71.92,0,0,0
2024-10-22,5851.2,18.2,67.91,63.55,0.0074,0.0329,18.37,70.31,19.11,70.77,20.64,66.94,18.2,70.97,0,0,0
2024-10-23,5797.42,19.24,62.29,55.3,0.0167,0.0222,18.2,67.91,18.03,74.69,19.58,69.46,18.6,66.84,1,1,1
2024-10-24,5809.86,19.08,61.51,56.7,0.015,0.0236,19.24,62.29,18.37,70.31,19.11,70.77,18.84,63.9,0,1,0
2024-10-25,5808.12,20.33,60.8,56.43,0.0155,0.0223,19.08,61.51,18.2,67.91,18.03,74.69,19.55,61.53,1,1,0
2024-10-28,5823.52,19.8,60.91,58.3,0.0134,0.0245,20.33,60.8,19.24,62.29,18.37,70.31,19.74,61.07,1,0,0
2024-10-29,5832.92,19.34,57.71,59.44,0.0119,0.024,19.8,60.91,19.08,61.51,18.2,67.91,19.82,59.81,0,0,0
2024-10-30,5813.67,20.35,54.0,56.05,0.0146,0.0181,19.34,57.71,20.33,60.8,19.24,62.29,19.83,57.54,0,0,1
2024-10-31,5705.45,23.16,46.53,41.68,0.0328,-0.0011,20.35,54.0,19.8,60.91,19.08,61.51,20.95,52.75,1,1,1
2024-11-01,5728.8,21.88,44.49,44.96,0.0291,0.0037,23.16,46.53,19.34,57.71,20.33,60.8,21.8,48.34,0,1,1
2024-11-04,5712.69,21.98,41.2,43.15,0.0314,0.0001,21.88,44.49,20.35,54.0,19.8,60.91,22.34,44.07,1,1,1
2024-11-05,5782.76,20.49,47.94,52.15,0.0194,0.0116,21.98,41.2,23.16,46.53,19.34,57.71,21.45,44.54,1,1,1
2024-11-06,5929.04,16.27,58.2,64.7,-0.0019,0.0386,20.49,47.94,21.88,44.49,20.35,54.0,19.58,49.11,1,1,1
2024-11-07,5973.1,15.2,58.6,67.47,-0.0043,0.0481,16.27,58.2,21.98,41.2,23.16,46.53,17.32,54.91,1,1,0
2024-11-08,5995.54,14.94,62.66,68.81,-0.0031,0.0543,15.2,58.6,20.49,47.94,21.88,44.49,15.47,59.82,1,0,0
2024-11-11,6001.35,14.97,68.6,69.16,0.0001,0.0572,14.94,62.66,16.27,58.2,21.98,41.2,15.04,63.29,0,0,0
2024-11-12,5983.99,14.71,66.51,66.72,0.0062,0.0547,14.97,68.6,15.2,58.6,20.49,47.94,14.87,65.92,1,0,0
2024-11-13,5985.38,14.02,65.83,66.82,0.0088,0.0555,14.71,66.51,14.94,62.66,16.27,58.2,14.57,66.98,0,0,0
2024-11-14,5949.17,14.31,58.2,61.58,0.0164,0.0489,14.02,65.83,14.97,68.6,15.2,58.6,14.35,63.51,0,0,0
2024-11-15,5870.62,16.14,51.06,52.05,0.0294,0.035,14.31,58.2,14.71,66.51,14.94,62.66,14.82,58.36,1,1,1
2024-11-18,5893.62,15.58,49.89,54.28,0.026,0.0388,16.14,51.06,14.02,65.83,14.97,68.6,15.34,53.05,1,1,1
2024-11-19,5916.98,16.35,49.94,56.49,0.0229,0.0425,15.58,49.89,14.31,58.2,14.71,66.51,16.02,50.3,1,1,1
2024-11-20,5917.11,17.16,49.6,56.51,0.0237,0.0412,16.35,49.94,16.14,51.06,14.02,65.83,16.36,49.81,1,1,1
2024-11-21,5948.71,16.87,57.74,59.58,0.0197,0.0456,17.16,49.6,15.58,49.89,14.31,58.2,16.79,52.43,1,1,1
2024-11-22,5969.34,15.24,60.77,61.49,0.0177,0.0479,16.87,57.74,16.35,49.94,16.14,51.06,16.42,56.04,1,1,1
2024-11-25,5987.37,14.6,64.23,63.13,0.0165,0.0501,15.24,60.77,17.16,49.6,15.58,49.89,15.57,60.91,1,1,1
2024-11-26,6021.63,14.1,66.06,66.09,0.0133,0.0553,14.6,64.23,16.87,57.74,16.35,49.94,14.65,63.69,0,1,1
2024-11-27,5998.74,14.1,63.89,62.48,0.0184,0.0495,14.1,66.06,15.24,60.77,17.16,49.6,14.27,64.73,1,1,1
2024-11-29,6032.38,13.51,67.06,65.47,0.0126,0.049,14.1,63.89,14.6,64.23,16.87,57.74,13.9,65.67,1,1,1
2024-12-02,6047.15,13.34,62.4,66.72,0.0097,0.0453,13.51,67.06,14.1,66.06,15.24,60.77,13.65,64.45,1,1,1
2024-12-03,6049.88,13.3,56.4,66.96,0.0065,0.0366,13.34,62.4,14.1,63.89,14.6,64.23,13.38,61.95,1,1,0
2024-12-04,6086.49,13.45,56.94,70.05,-0.0001,0.0369,13.3,56.4,13.51,67.06,14.1,66.06,13.36,58.58,0,0,0
2024-12-05,6075.11,13.54,54.46,67.92,0.0039,0.0346,13.45,56.94,13.34,62.4,14.1,63.89,13.43,55.93,1,0,0
2024-12-06,6090.27,12.77,52.51,69.26,0.0037,0.0377,13.54,54.46,13.3,56.4,13.51,67.06,13.25,54.64,0,0,0
2024-12-09,6052.85,14.19,48.94,62.33,0.0108,0.0313,12.77,52.51,13.45,56.94,13.34,62.4,13.5,51.97,0,0,1
2024-12-10,6034.91,14.18,47.54,59.27,0.0142,0.0282,14.19,48.94,13.54,54.46,13.3,56.4,13.71,49.66,1,1,1
2024-12-11,6084.19,13.58,51.74,64.44,0.0079,0.0367,14.18,47.54,12.77,52.51,13.45,56.94,13.98,49.41,0,0,0
2024-12-12,6051.25,13.92,50.89,59.05,0.014,0.0308,13.58,51.74,14.19,48.94,13.54,54.46,13.89,50.06,0,0,0
2024-12-13,6051.09,13.81,49.89,59.02,0.0147,0.0297,13.92,50.89,14.18,47.54,12.77,52.51,13.77,50.84,1,0,0
2024-12-16,6074.08,14.69,54.37,61.62,0.0104,0.0295,13.81,49.89,13.58,51.74,14.19,48.94,14.14,51.72,0,0,0
2024-12-17,6050.61,15.87,50.71,57.6,0.0132,0.0217,14.69,54.37,13.92,50.89,14.18,47.54,14.79,51.66,0,0,0
2024-12-18,5872.16,27.62,29.69,37.56,0.0436,-0.0063,15.87,50.71,13.81,49.89,13.58,51.74,19.39,44.92,0,1,0
2024-12-19,5867.08,24.09,21.91,37.17,0.0458,-0.0049,27.62,29.69,14.69,54.37,13.92,50.89,22.53,34.1,1,0,0
2024-12-20,5930.85,18.36,28.09,45.01,0.0356,0.0065,24.09,21.91,15.87,50.71,13.81,49.89,23.36,26.56,1,0,0
2024-12-23,5974.07,16.78,29.57,49.6,0.0286,0.0137,18.36,28.09,27.62,29.69,14.69,54.37,19.74,26.52,0,0,0
