DATE,SP500,VIX,FNG,RSI,BB_Upper_Distance,BB_Lower_Distance,VIX_lag1,FNG_lag1,VIX_lag3,FNG_lag3,VIX_lag5,FNG_lag5,VIX_MA3,FNG_MA3,S&P_1day_up,S&P_3day_up,S&P_5day_up
2022-03-17,4411.67,25.67,33.63,54.36,0.0085,0.0626,26.67,25.26,31.77,17.5,30.23,17.96,27.39,26.92,1,1,1
2022-03-18,4463.12,23.87,38.43,57.24,0.0007,0.0772,25.67,33.63,29.83,21.86,30.75,19.06,25.4,32.44,0,0,1
2022-03-21,4461.18,23.53,40.97,57.09,0.0053,0.0787,23.87,38.43,26.67,25.26,31.77,17.5,24.36,37.68,1,1,1
2022-03-22,4511.61,22.94,44.54,59.96,0.001,0.0936,23.53,40.97,25.67,33.63,29.83,21.86,23.45,41.31,0,1,1
2022-03-23,4456.24,23.57,45.2,55.57,0.0165,0.0781,22.94,44.54,23.87,38.43,26.67,25.26,23.35,43.57,1,1,1
2022-03-24,4520.16,21.67,46.91,59.28,0.0082,0.0944,23.57,45.2,23.53,40.97,25.67,33.63,22.73,45.55,1,1,1
2022-03-25,4543.06,20.81,49.37,60.54,0.0085,0.1023,21.67,46.91,22.94,44.54,23.87,38.43,22.02,47.16,1,1,1
2022-03-28,4575.52,19.63,51.26,62.34,0.0079,0.1128,20.81,49.37,23.57,45.2,23.53,40.97,20.7,49.18,1,0,1
2022-03-29,4631.6,18.9,52.71,65.27,0.0045,0.1287,19.63,51.26,21.67,46.91,22.94,44.54,19.78,51.11,0,0,0
2022-03-30,4602.45,19.33,52.8,62.54,0.0166,0.1233,18.9,52.71,20.81,49.37,23.57,45.2,19.29,52.26,0,0,0
2022-03-31,4530.41,20.56,59.2,56.28,0.035,0.1051,19.33,52.8,19.63,51.26,21.67,46.91,19.6,54.9,1,0,0
2022-04-01,4545.86,19.63,59.8,57.27,0.035,0.1073,20.56,59.2,18.9,52.71,20.81,49.37,19.84,57.27,1,0,0
2022-04-04,4582.64,18.57,61.66,59.61,0.0298,0.1093,19.63,59.8,19.33,52.8,19.63,51.26,19.59,60.22,0,0,0
2022-04-05,4525.12,21.03,47.91,54.58,0.0411,0.085,18.57,61.66,20.56,59.2,18.9,52.71,19.74,56.46,0,0,0
2022-04-06,4481.15,22.1,46.4,51.03,0.0503,0.0692,21.03,47.91,19.63,59.8,19.33,52.8,20.57,51.99,1,0,0
2022-04-07,4500.21,21.55,46.83,52.47,0.0456,0.0668,22.1,46.4,18.57,61.66,20.56,59.2,21.56,47.05,0,0,0
2022-04-08,4488.28,21.16,46.09,51.45,0.0447,0.0526,21.55,46.83,21.03,47.91,19.63,59.8,21.6,46.44,0,0,0
2022-04-11,4412.53,24.37,43.4,45.41,0.0535,0.0204,21.16,46.09,22.1,46.4,18.57,61.66,22.36,45.44,0,0,1
2022-04-12,4397.45,24.26,42.06,44.29,0.0522,0.0086,24.37,43.4,21.55,46.83,21.03,47.91,23.26,43.85,1,0,1
2022-04-13,4446.59,21.82,41.8,48.71,0.0398,0.0157,24.26,42.06,21.16,46.09,22.1,46.4,23.48,42.42,0,1,0
2022-04-14,4392.59,22.7,39.86,44.53,0.0519,0.0043,21.82,41.8,24.37,43.4,21.55,46.83,22.93,41.24,0,1,0
2022-04-18,4391.69,22.17,37.6,44.46,0.053,0.0067,22.7,39.86,24.26,42.06,21.16,46.09,22.23,39.75,1,1,0
2022-04-19,4462.21,21.37,39.63,50.85,0.0378,0.0229,22.17,37.6,21.82,41.8,24.37,43.4,22.08,39.03,0,0,0
2022-04-20,4459.45,20.32,43.31,50.6,0.038,0.0231,21.37,39.63,22.7,39.86,24.26,42.06,21.29,40.18,0,0,0
2022-04-21,4393.66,22.68,38.94,45.03,0.0529,0.0102,20.32,43.31,22.17,37.6,21.82,41.8,21.46,40.63,0,0,0
2022-04-22,4271.78,28.21,31.63,36.92,0.0824,-0.0085,22.68,38.94,21.37,39.63,22.7,39.86,23.74,37.96,1,0,0
2022-04-25,4296.12,27.02,29.97,39.27,0.0777,0.0036,28.21,31.63,20.32,43.31,22.17,37.6,25.97,33.51,0,0,0
2022-04-26,4175.2,33.52,17.9,32.74,0.1061,-0.0125,27.02,29.97,22.68,38.94,21.37,39.63,29.58,26.5,1,0,1
2022-04-27,4183.96,31.6,16.27,33.6,0.1022,-0.0023,33.52,17.9,28.21,31.63,20.32,43.31,30.71,21.38,1,0,1
2022-04-28,4287.5,29.99,24.26,42.91,0.0755,0.0245,31.6,16.27,27.02,29.97,22.68,38.94,31.7,19.48,0,0,0
2022-04-29,4131.93,33.4,14.33,34.98,0.1097,-0.0023,29.99,24.26,33.52,17.9,28.21,31.63,31.66,18.29,1,1,0
2022-05-02,4155.38,32.34,13.27,36.87,0.1027,0.0104,33.4,14.33,31.6,16.27,27.02,29.97,31.91,17.29,1,0,0
2022-05-03,4175.48,29.25,30.49,38.52,0.0933,0.019,32.34,13.27,29.99,24.26,33.52,17.9,31.66,19.36,1,0,0
2022-05-04,4300.17,25.42,22.4,47.68,0.0615,0.0492,29.25,30.49,33.4,14.33,31.6,16.27,29.0,22.05,0,0,0
2022-05-05,4146.87,31.2,13.13,39.83,0.0926,0.0171,25.42,22.4,32.34,13.27,29.99,24.26,28.62,22.01,0,0,0
2022-05-06,4123.34,30.19,12.24,38.77,0.0941,0.0162,31.2,13.13,29.25,30.49,33.4,14.33,28.94,15.92,0,0,0
2022-05-09,3991.24,34.75,8.19,33.42,0.1223,-0.0053,30.19,12.24,25.42,22.4,32.34,13.27,32.05,11.19,1,0,1
2022-05-10,4001.05,32.99,7.4,34.14,0.1197,0.007,34.75,8.19,31.2,13.13,29.25,30.49,32.64,9.28,0,1,1
2022-05-11,3935.18,32.56,4.03,31.64,0.1346,0.0026,32.99,7.4,30.19,12.24,25.42,22.4,33.43,6.54,0,1,0
2022-05-12,3930.08,31.77,3.2,31.45,0.133,0.0109,32.56,4.03,34.75,8.19,31.2,13.13,32.44,4.88,1,1,0
2022-05-13,4023.89,28.87,11.29,38.81,0.1083,0.0395,31.77,3.2,32.99,7.4,30.19,12.24,31.07,6.17,0,0,0
2022-05-16,4008.01,27.47,11.74,38.06,0.1072,0.0394,28.87,11.29,32.56,4.03,34.75,8.19,29.37,8.74,1,0,0
2022-05-17,4088.85,26.1,15.2,43.96,0.0797,0.0579,27.47,11.74,31.77,3.2,32.99,7.4,27.48,12.74,0,0,0
2022-05-18,3923.68,30.96,6.6,36.35,0.1076,0.0171,26.1,15.2,28.87,11.29,32.56,4.03,28.18,11.18,0,1,1
2022-05-19,3900.79,29.35,13.71,35.43,0.1053,0.0145,30.96,6.6,27.47,11.74,31.77,3.2,28.8,11.84,1,1,1
2022-05-20,3901.36,29.43,12.66,35.47,0.1017,0.02,29.35,13.71,26.1,15.2,28.87,11.29,29.91,10.99,1,1,1
2022-05-23,3973.75,28.48,17.89,40.93,0.0785,0.0392,29.43,12.66,30.96,6.6,27.47,11.74,29.09,14.75,0,1,1
2022-05-24,3941.48,29.45,16.0,39.33,0.0836,0.0341,28.48,17.89,29.35,13.71,26.1,15.2,29.12,15.52,1,1,1
2022-05-25,3978.73,28.37,17.57,42.14,0.0716,0.0453,29.45,16.0,29.43,12.66,30.96,6.6,28.77,17.15,1,1,1
2022-05-26,4057.84,27.5,24.11,47.67,0.0446,0.0618,28.37,17.57,28.48,17.89,29.35,13.71,28.44,19.23,1,1,1
2022-05-27,4158.24,25.72,29.54,53.72,0.0219,0.0885,27.5,24.11,29.45,16.0,29.43,12.66,27.2,23.74,0,1,0
2022-05-31,4132.15,26.19,40.06,52.04,0.0272,0.0813,25.72,29.54,28.37,17.57,28.48,17.89,26.47,31.24,0,0,1
2022-06-01,4101.23,25.69,40.6,50.04,0.032,0.0722,26.19,40.06,27.5,24.11,29.45,16.0,25.87,36.73,1,1,1
2022-06-02,4176.82,24.72,44.83,54.63,0.0063,0.086,25.69,40.6,25.72,29.54,28.37,17.57,25.53,41.83,0,0,0
2022-06-03,4108.54,24.79,35.46,50.14,0.0211,0.0675,24.72,44.83,26.19,40.06,27.5,24.11,25.07,40.3,1,1,0
2022-06-06,4121.43,25.07,42.8,50.96,0.0179,0.0708,24.79,35.46,25.69,40.6,25.72,29.54,24.86,41.03,1,0,0
2022-06-07,4160.68,24.02,45.63,53.47,0.0127,0.0813,25.07,42.8,24.72,44.83,26.19,40.06,24.63,41.3,0,0,0
2022-06-08,4115.77,23.96,48.11,50.3,0.0254,0.0688,24.02,45.63,24.79,35.46,25.69,40.6,24.35,45.51,0,0,0
2022-06-09,4017.82,26.09,47.06,44.16,0.0483,0.0408,23.96,48.11,25.07,42.8,24.72,44.83,24.69,46.93,0,0,0
2022-06-10,3900.86,27.75,40.0,38.17,0.0765,0.0119,26.09,47.06,24.02,45.63,24.79,35.46,25.93,45.06,0,0,0
2022-06-13,3749.63,34.02,25.09,32.1,0.1177,-0.0138,27.75,40.0,23.96,48.11,25.07,42.8,29.29,37.38,0,0,1
2022-06-14,3735.48,32.69,20.53,31.59,0.1251,-0.0052,34.02,25.09,26.09,47.06,24.02,45.63,31.49,28.54,1,0,1
2022-06-15,3789.99,29.62,29.26,35.79,0.1123,0.0174,32.69,20.53,27.75,40.0,23.96,48.11,32.11,24.96,0,0,1
2022-06-16,3666.77,32.95,17.7,31.14,0.1455,-0.003,29.62,29.26,34.02,25.09,26.09,47.06,31.75,22.5,1,1,1
2022-06-17,3674.84,31.13,16.93,31.77,0.1467,0.0097,32.95,17.7,32.69,20.53,27.75,40.0,31.23,21.3,1,1,1
2022-06-21,3764.79,30.19,19.73,38.48,0.1267,0.0395,31.13,16.93,29.62,29.26,34.02,25.09,31.42,18.12,0,1,1
2022-06-22,3759.89,28.95,26.89,38.25,0.128,0.0446,30.19,19.73,32.95,17.7,32.69,20.53,30.09,21.18,1,1,1
2022-06-23,3795.73,29.05,26.74,40.92,0.1196,0.0587,28.95,26.89,31.13,16.93,29.62,29.26,29.4,24.45,1,1,0
2022-06-24,3911.74,27.23,30.86,48.66,0.092,0.092,29.05,26.74,30.19,19.73,32.95,17.7,28.41,28.16,0,0,0
2022-06-27,3900.11,26.95,30.77,47.98,0.0923,0.0902,27.23,30.86,28.95,26.89,31.13,16.93,27.74,29.46,0,0,0
2022-06-28,3821.55,28.36,28.14,43.56,0.1047,0.0698,26.95,30.77,29.05,26.74,30.19,19.73,27.51,29.92,0,1,1
2022-06-29,3818.83,28.16,26.54,43.41,0.0996,0.0703,28.36,28.14,27.23,30.86,28.95,26.89,27.82,28.48,0,1,1
2022-06-30,3785.38,28.71,24.37,41.53,0.1022,0.063,28.16,26.54,26.95,30.77,29.05,26.74,28.41,26.35,1,1,1
2022-07-01,3825.33,26.7,24.57,44.62,0.0831,0.0713,28.71,24.37,28.36,28.14,27.23,30.86,27.86,25.16,1,1,1
2022-07-05,3831.39,27.54,22.17,45.09,0.074,0.0711,26.7,24.57,28.16,26.54,26.95,30.77,27.65,23.7,1,1,0
2022-07-06,3845.08,26.73,22.83,46.21,0.0614,0.0708,27.54,22.17,28.71,24.37,28.36,28.14,26.99,23.19,1,1,0
2022-07-07,3902.62,26.08,27.6,50.76,0.034,0.0777,26.73,22.83,26.7,24.57,28.16,26.54,26.78,24.2,0,0,0
2022-07-08,3899.38,24.64,31.34,50.5,0.0221,0.0677,26.08,27.6,27.54,22.17,28.71,24.37,25.82,27.26,0,0,0
2022-07-11,3854.43,26.17,30.37,46.93,0.0252,0.0504,24.64,31.34,26.73,22.83,26.7,24.57,25.63,29.77,0,0,0
2022-07-12,3818.8,27.29,30.31,44.25,0.0317,0.0402,26.17,30.37,26.08,27.6,27.54,22.17,26.03,30.67,0,1,1
2022-07-13,3801.78,26.82,27.29,42.99,0.036,0.0341,27.29,30.31,24.64,31.34,26.73,22.83,26.76,29.32,0,1,1
2022-07-14,3790.38,26.4,26.51,42.13,0.0386,0.0291,26.82,27.29,26.17,30.37,26.08,27.6,26.84,28.04,1,1,1
2022-07-15,3863.16,24.23,33.29,49.16,0.0214,0.0482,26.4,26.51,27.29,30.31,24.64,31.34,25.82,29.03,0,1,1
2022-07-18,3830.85,25.3,35.89,46.46,0.0268,0.0317,24.23,33.29,26.82,27.29,26.17,30.37,25.31,31.9,1,1,1
2022-07-19,3936.69,24.5,39.31,55.15,-0.0,0.0528,25.3,35.89,26.4,26.51,27.29,30.31,24.68,36.16,1,1,0
2022-07-20,3959.9,23.88,44.09,56.8,-0.0015,0.0584,24.5,39.31,24.23,33.29,26.82,27.29,24.56,39.76,1,1,1
2022-07-21,3998.95,23.11,48.2,59.51,-0.0056,0.0686,23.88,44.09,25.3,35.89,26.4,26.51,23.83,43.87,0,0,1
2022-07-22,3961.63,23.03,42.43,55.91,0.0069,0.0574,23.11,48.2,24.5,39.31,24.23,33.29,23.34,44.91,1,1,1
2022-07-25,3966.84,23.36,42.2,56.3,0.0079,0.0598,23.03,42.43,23.88,44.09,25.3,35.89,23.17,44.28,0,1,1
2022-07-26,3921.05,24.69,42.0,51.87,0.0199,0.0476,23.36,42.2,23.11,48.2,24.5,39.31,23.69,42.21,1,1,1
2022-07-27,4023.61,23.24,46.63,59.55,0.0002,0.076,24.69,42.0,23.03,42.43,23.88,44.09,23.76,43.61,1,1,1
2022-07-28,4072.43,22.33,48.49,62.61,-0.004,0.091,23.24,46.63,23.36,42.2,23.11,48.2,23.42,45.71,1,1,1
2022-07-29,4130.29,21.33,52.4,65.9,-0.0085,0.1079,22.33,48.49,24.69,42.0,23.03,42.43,22.3,49.17,0,1,1
2022-08-01,4118.63,22.84,59.09,64.67,0.0018,0.1052,21.33,52.4,23.24,46.63,23.36,42.2,22.17,53.33,0,1,1
2022-08-02,4091.19,23.93,57.37,61.73,0.0133,0.0961,22.84,59.09,22.33,48.49,24.69,42.0,22.7,56.29,1,1,1
2022-08-03,4155.17,21.95,60.26,65.65,0.0053,0.1132,23.93,57.37,21.33,52.4,23.24,46.63,22.91,58.91,0,0,1
2022-08-04,4151.94,21.44,61.51,65.28,0.0124,0.1129,21.95,60.26,22.84,59.09,22.33,48.49,22.44,59.71,0,0,1
2022-08-05,4145.19,21.15,63.31,64.48,0.0192,0.1104,21.44,61.51,23.93,57.37,21.33,52.4,21.51,61.69,0,1,1
2022-08-08,4140.06,21.29,64.74,63.84,0.0243,0.1055,21.15,63.31,21.95,60.26,22.84,59.09,21.29,63.19,0,1,1
2022-08-09,4122.47,21.77,64.46,61.58,0.0301,0.0942,21.29,64.74,21.44,61.51,23.93,57.37,21.4,64.17,1,1,1
2022-08-10,4210.24,19.74,65.11,67.73,0.0132,0.1101,21.77,64.46,21.15,63.31,21.95,60.26,20.93,64.77,0,1,1
2022-08-11,4207.27,20.2,65.83,67.33,0.0152,0.0989,19.74,65.11,21.29,64.74,21.44,61.51,20.57,65.13,1,1,1
2022-08-12,4280.15,19.53,68.03,71.67,0.004,0.1131,20.2,65.83,21.77,64.46,21.15,63.31,19.82,66.32,1,0,0
2022-08-15,4297.14,19.95,66.83,72.59,0.0036,0.1085,19.53,68.03,19.74,65.11,21.29,64.74,19.89,66.9,1,0,0
2022-08-16,4305.2,19.69,67.94,73.03,0.0073,0.107,19.95,66.83,20.2,65.83,21.77,64.46,19.72,67.6,0,0,0
2022-08-17,4274.04,19.9,67.14,68.41,0.0178,0.0942,19.69,67.94,19.53,68.03,19.74,65.11,19.85,67.3,1,0,0
2022-08-18,4283.74,19.56,66.37,69.07,0.0191,0.0931,19.9,67.14,19.95,66.83,20.2,65.83,19.72,67.15,0,0,0
2022-08-19,4228.48,20.6,63.71,61.26,0.0317,0.0717,19.56,66.37,19.69,67.94,19.53,68.03,20.02,65.74,0,0,0
2022-08-22,4137.99,23.8,60.31,51.08,0.0503,0.0417,20.6,63.71,19.9,67.14,19.95,66.83,21.32,63.46,0,1,0
2022-08-23,4128.73,24.11,57.43,50.16,0.0472,0.0277,23.8,60.31,19.56,66.37,19.69,67.94,22.84,60.48,1,0,0
2022-08-24,4140.77,22.82,57.51,51.38,0.0424,0.0254,24.11,57.43,20.6,63.71,19.9,67.14,23.58,58.42,1,0,0
2022-08-25,4199.12,21.78,58.26,56.91,0.0283,0.036,22.82,57.51,23.8,60.31,19.56,66.37,22.9,57.73,0,0,0
2022-08-26,4057.66,25.56,55.74,43.89,0.0623,0.0043,21.78,58.26,24.11,57.43,20.6,63.71,23.39,57.17,0,0,0
2022-08-29,4030.61,26.21,54.29,41.91,0.0703,0.0019,25.56,55.74,22.82,57.51,23.8,60.31,24.52,56.1,0,0,0
2022-08-30,3986.16,26.21,49.8,38.82,0.0832,-0.0035,26.21,54.29,21.78,58.26,24.11,57.43,25.99,53.28,0,0,0
2022-08-31,3955.0,25.87,52.09,36.77,0.0934,-0.0027,26.21,49.8,25.56,55.74,22.82,57.51,26.1,52.06,1,0,1
2022-09-01,3966.85,25.56,49.37,38.11,0.0925,0.0072,25.87,52.09,26.21,54.29,21.78,58.26,25.88,50.42,0,1,1
2022-09-02,3924.26,25.47,42.46,35.23,0.1045,0.0048,25.56,49.37,26.21,49.8,25.56,55.74,25.63,47.97,0,1,1
2022-09-06,3908.19,26.91,40.63,34.18,0.1101,0.0092,25.47,42.46,25.87,52.09,26.21,54.29,25.98,44.15,1,1,1
2022-09-07,3979.87,24.64,39.63,42.42,0.0941,0.0318,26.91,40.63,25.56,49.37,26.21,49.8,25.67,40.91,1,1,0
2022-09-08,4006.18,23.61,40.37,45.14,0.0863,0.0419,24.64,39.63,25.47,42.46,25.87,52.09,25.05,40.21,1,0,0
2022-09-09,4067.36,22.79,43.8,50.94,0.0703,0.059,23.61,40.37,26.91,40.63,25.56,49.37,23.68,41.27,1,0,0
2022-09-12,4110.41,23.87,47.6,54.58,0.0561,0.0693,22.79,43.8,24.64,39.63,25.47,42.46,23.42,43.92,0,0,0
2022-09-13,3932.69,27.27,36.63,41.05,0.0916,0.026,23.87,47.6,23.61,40.37,26.91,40.63,24.64,42.68,1,0,0
2022-09-14,3946.01,26.16,41.89,42.2,0.0813,0.03,27.27,36.63,22.79,43.8,24.64,39.63,25.77,42.04,0,0,0
2022-09-15,3901.35,26.27,40.66,39.41,0.0854,0.0203,26.16,41.89,23.87,47.6,23.61,40.37,26.57,39.73,0,0,0
2022-09-16,3873.33,26.3,35.29,37.72,0.0839,0.0139,26.27,40.66,27.27,36.63,22.79,43.8,26.24,39.28,1,0,0
2022-09-19,3899.89,25.76,36.31,40.33,0.0704,0.0209,26.3,35.29,26.16,41.89,23.87,47.6,26.11,37.42,0,0,0
2022-09-20,3855.93,27.16,36.11,37.53,0.078,0.0134,25.76,36.31,26.27,40.66,27.27,36.63,26.41,35.9,0,0,0
2022-09-21,3789.93,27.99,27.21,33.74,0.0921,0.0029,27.16,36.11,26.3,35.29,26.16,41.89,26.97,33.21,0,0,0
2022-09-22,3757.99,27.35,24.49,32.06,0.0971,0.0013,27.99,27.21,25.76,36.31,26.27,40.66,27.5,29.27,0,0,0
2022-09-23,3693.23,29.92,21.69,28.9,0.107,-0.0094,27.35,24.49,27.16,36.11,26.3,35.29,28.42,24.46,0,1,0
2022-09-26,3655.04,32.26,17.63,27.2,0.1172,-0.0078,29.92,21.69,27.99,27.21,25.76,36.31,29.84,21.27,0,0,1
2022-09-27,3647.29,32.6,16.51,26.86,0.1193,0.0009,32.26,17.63,27.35,24.49,27.16,36.11,31.59,18.61,1,0,1
2022-09-28,3719.04,30.18,17.03,35.07,0.1007,0.0263,32.6,16.51,29.92,21.69,27.99,27.21,31.68,17.06,0,0,1
2022-09-29,3640.47,31.84,13.26,30.97,0.12,0.0139,30.18,17.03,32.26,17.63,27.35,24.49,31.54,15.6,0,1,1
2022-09-30,3585.62,31.62,16.46,28.47,0.1337,0.0099,31.84,13.26,32.6,16.51,29.92,21.69,31.21,15.58,1,1,1
2022-10-03,3678.43,30.1,20.39,37.65,0.11,0.0415,31.62,16.46,30.18,17.03,32.26,17.63,31.19,16.7,1,1,0
2022-10-04,3790.93,29.07,27.89,46.6,0.0811,0.0746,30.1,20.39,31.84,13.26,32.6,16.51,30.26,21.58,0,0,0
2022-10-05,3783.28,28.55,29.71,46.11,0.079,0.073,29.07,27.89,31.62,16.46,30.18,17.03,29.24,26.0,0,0,0
2022-10-06,3744.52,30.52,23.14,43.64,0.0828,0.0624,28.55,29.71,30.1,20.39,31.84,13.26,29.38,26.91,0,0,0
2022-10-07,3639.66,31.36,19.67,37.73,0.0995,0.0332,30.52,23.14,29.07,27.89,31.62,16.46,30.14,24.17,0,0,0
2022-10-10,3612.39,32.45,19.4,36.36,0.0922,0.0217,31.36,19.67,28.55,29.71,30.1,20.39,31.44,20.74,0,1,1
2022-10-11,3588.84,33.63,16.89,35.16,0.0933,0.0189,32.45,19.4,30.52,23.14,29.07,27.89,32.48,18.65,0,0,1
2022-10-12,3577.03,33.57,15.94,34.55,0.0896,0.0179,33.63,16.89,31.36,19.67,28.55,29.71,33.22,17.41,1,1,1
2022-10-13,3669.91,31.94,19.37,42.97,0.0593,0.0429,33.57,15.94,32.45,19.4,30.52,23.14,33.05,17.4,0,1,0
2022-10-14,3583.07,32.02,16.46,38.04,0.0763,0.0202,31.94,19.37,33.63,16.89,31.36,19.67,32.51,17.26,1,1,1
2022-10-17,3677.95,31.37,23.4,45.4,0.0428,0.0428,32.02,16.46,33.57,15.94,32.45,19.4,31.78,19.74,1,0,1
2022-10-18,3719.98,30.5,28.8,48.33,0.0251,0.0509,31.37,23.4,31.94,19.37,33.63,16.89,31.3,22.89,0,1,1
2022-10-19,3695.16,30.76,29.43,46.74,0.028,0.0425,30.5,28.8,32.02,16.46,33.57,15.94,30.88,27.21,0,1,1
2022-10-20,3665.78,29.98,39.09,44.85,0.033,0.0338,30.76,29.43,31.37,23.4,31.94,19.37,30.41,32.44,1,1,1
2022-10-21,3752.75,29.69,43.74,51.14,0.0121,0.0589,29.98,39.09,30.5,28.8,32.02,16.46,30.14,37.42,1,1,1
2022-10-24,3797.34,29.85,47.23,54.03,0.0051,0.0727,29.69,43.74,30.76,29.43,31.37,23.4,29.84,43.35,1,1,1
2022-10-25,3859.11,28.46,51.37,57.77,-0.0031,0.093,29.85,47.23,29.98,39.09,30.5,28.8,29.33,47.45,0,1,0
2022-10-26,3830.6,27.28,53.8,55.52,0.0087,0.0867,28.46,51.37,29.69,43.74,30.76,29.43,28.53,50.8,0,1,0
2022-10-27,3807.3,27.39,54.57,53.69,0.0181,0.079,27.28,53.8,29.85,47.23,29.98,39.09,27.71,53.25,1,1,0
2022-10-28,3901.06,25.75,57.11,59.49,0.0009,0.1042,27.39,54.57,28.46,51.37,29.69,43.74,26.81,55.16,0,0,0
2022-10-31,3871.98,25.88,64.06,57.1,0.0134,0.0962,25.75,57.11,27.28,53.8,29.85,47.23,26.34,58.58,0,0,0
2022-11-01,3856.1,25.81,63.51,55.78,0.0198,0.0926,25.88,64.06,27.39,54.57,28.46,51.37,25.81,61.56,0,0,0
2022-11-02,3759.69,25.86,55.29,48.48,0.0438,0.0653,25.81,63.51,25.75,57.11,27.28,53.8,25.85,60.95,0,1,0
2022-11-03,3719.89,25.3,55.51,45.81,0.0536,0.0544,25.86,55.29,25.88,64.06,27.39,54.57,25.66,58.1,1,1,1
2022-11-04,3770.55,24.55,56.51,49.61,0.0415,0.0657,25.3,55.51,25.81,63.51,25.75,57.11,25.24,55.77,1,0,1
2022-11-07,3806.8,24.35,59.66,52.19,0.0331,0.0711,24.55,56.51,25.86,55.29,25.88,64.06,24.73,57.23,1,1,1
2022-11-08,3828.11,25.54,57.94,53.7,0.0279,0.0702,24.35,59.66,25.3,55.51,25.81,63.51,24.81,58.04,0,1,1
2022-11-09,3748.57,26.09,54.0,47.67,0.0454,0.0397,25.54,57.94,24.55,56.51,25.86,55.29,25.33,57.2,1,1,1
2022-11-10,3956.37,23.53,60.34,60.23,-0.0004,0.0971,26.09,54.0,24.35,59.66,25.3,55.51,25.05,57.43,1,1,0
2022-11-11,3992.93,22.52,63.74,61.96,-0.0048,0.1006,23.53,60.34,25.54,57.94,24.55,56.51,24.05,59.36,0,0,0
2022-11-14,3957.25,23.73,62.69,59.25,0.0084,0.0875,22.52,63.74,26.09,54.0,24.35,59.66,23.26,62.26,1,0,0
2022-11-15,3991.73,24.54,66.91,61.02,0.0057,0.096,23.73,62.69,23.53,60.34,25.54,57.94,23.6,64.45,0,0,1
2022-11-16,3958.79,24.11,65.09,58.41,0.0166,0.0824,24.54,66.91,22.52,63.74,26.09,54.0,24.13,64.9,0,0,1
2022-11-17,3946.56,23.93,61.49,57.42,0.0198,0.071,24.11,65.09,23.73,62.69,23.53,60.34,24.19,64.5,1,1,1
2022-11-18,3965.34,23.12,60.34,58.58,0.0176,0.0728,23.93,61.49,24.54,66.91,22.52,63.74,23.72,62.31,0,1,0
2022-11-21,3949.94,22.36,60.97,57.21,0.0234,0.0666,23.12,60.34,24.11,65.09,23.73,62.69,23.14,60.93,1,1,1
2022-11-22,4003.58,21.29,60.8,60.66,0.0141,0.0816,22.36,60.97,23.93,61.49,24.54,66.91,22.26,60.7,1,0,1
2022-11-23,4027.26,20.35,64.26,62.11,0.0129,0.0878,21.29,60.8,23.12,60.34,24.11,65.09,21.33,62.01,0,0,1
2022-11-25,4026.12,20.5,63.09,61.99,0.0169,0.0856,20.35,64.26,22.36,60.97,23.93,61.49,20.71,62.72,0,1,1
2022-11-28,3963.94,22.21,59.74,55.74,0.0333,0.0685,20.5,63.09,21.29,60.8,23.12,60.34,21.02,62.36,0,1,1
2022-11-29,3957.63,21.89,58.17,55.13,0.036,0.0658,22.21,59.74,20.35,64.26,22.36,60.97,21.53,60.33,1,1,0
2022-11-30,4080.11,20.58,73.97,63.46,0.0117,0.0989,21.89,58.17,20.5,63.09,21.29,60.8,21.56,63.96,0,0,0
2022-12-01,4076.57,19.84,75.6,63.09,0.0156,0.0924,20.58,73.97,22.21,59.74,20.35,64.26,20.77,69.25,0,0,0
2022-12-02,4071.7,19.06,68.14,62.56,0.0167,0.0808,19.84,75.6,21.89,58.17,20.5,63.09,19.83,72.57,0,0,0
2022-12-05,3998.84,20.75,65.09,55.07,0.0324,0.0529,19.06,68.14,20.58,73.97,22.21,59.74,19.88,69.61,0,0,0
2022-12-06,3941.26,22.17,61.83,49.98,0.0442,0.0316,20.75,65.09,19.84,75.6,21.89,58.17,20.66,65.02,0,0,1
2022-12-07,3933.92,22.68,58.43,49.36,0.044,0.0246,22.17,61.83,19.06,68.14,20.58,73.97,21.87,61.78,1,1,1
2022-12-08,3963.51,22.29,55.69,51.97,0.0281,0.0167,22.68,58.43,20.75,65.09,19.84,75.6,22.38,58.65,0,1,0
2022-12-09,3934.38,22.83,52.09,49.28,0.0355,0.0101,22.29,55.69,22.17,61.83,19.06,68.14,22.6,55.4,1,1,0
2022-12-12,3990.56,25.0,57.2,54.21,0.0217,0.0245,22.83,52.09,22.68,58.43,20.75,65.09,23.37,54.99,1,0,0
2022-12-13,4019.65,22.55,59.17,56.56,0.0153,0.0312,25.0,57.2,22.29,55.69,22.17,61.83,23.46,56.15,0,0,0
2022-12-14,3995.32,21.14,60.94,54.06,0.0213,0.0249,22.55,59.17,22.83,52.09,22.68,58.43,22.9,59.1,0,0,0
2022-12-15,3895.75,22.83,60.14,45.23,0.0468,0.0022,21.14,60.94,25.0,57.2,22.29,55.69,22.17,60.08,0,0,0
2022-12-16,3852.36,22.62,44.14,42.01,0.0598,-0.0039,22.83,60.14,22.55,59.17,22.83,52.09,22.2,55.07,0,1,0
2022-12-19,3817.66,22.42,39.97,39.59,0.0712,-0.0057,22.62,44.14,21.14,60.94,25.0,57.2,22.62,48.08,1,1,1
