DATE,SP500,VIX,FNG,SP500_Change,SP500_Change_lag1,SP500_Change_lag2,SP500_Change_lag3,SP500_Change_lag4,SP500_Change_lag5,SP500_Change_lag6,SP500_Change_lag7,SP500_Change_lag8,SP500_Change_lag9,S&P_1day_up,S&P_3day_up,S&P_5day_up,S&P_14day_up,S&P_28day_up,VIX_Change,FNG_Change,RSI,BB_Upper,BB_Lower,SP500_Change_Percentage,S&P_22day_up,SP500_Change_1day,SP500_Change_3day,SP500_Change_5day,SP500_Change_14day,SP500_Change_22day,SP500_Change_28day
2017-10-05,2552.07,9.19,94.0,14.33,3.16,5.46,9.76,9.3,3.02,10.2,0.18,-5.56,1.62,0,0,0,1,1,-0.44,3.0,78.42,2545.91,2468.62,0.565,1,-0.108,-0.056,-0.045,0.2,1.539,1.056
2017-10-06,2549.33,9.65,92.0,-2.74,14.33,3.16,5.46,9.76,9.3,3.02,10.2,0.18,-5.56,0,1,1,1,1,0.46,-2.0,76.09,2548.4,2474.92,-0.107,1,-0.18,0.232,0.15,0.434,1.619,0.599
2017-10-09,2544.73,10.33,84.0,-4.6,-2.74,14.33,3.16,5.46,9.76,9.3,3.02,10.2,0.18,1,1,1,1,1,0.68,-8.0,72.21,2552.25,2476.73,-0.18,1,0.232,0.243,0.506,1.425,1.948,1.605
2017-10-10,2550.64,10.08,85.0,5.91,-4.6,-2.74,14.33,3.16,5.46,9.76,9.3,3.02,10.2,1,1,1,1,1,-0.25,1.0,74.04,2557.11,2477.29,0.232,1,0.181,0.099,0.343,0.872,1.335,1.109
2017-10-11,2555.24,9.85,83.0,4.6,5.91,-4.6,-2.74,14.33,3.16,5.46,9.76,9.3,3.02,0,1,1,1,1,-0.23,-2.0,75.4,2562.22,2477.87,0.18,1,-0.169,0.094,0.236,0.785,1.061,1.055
2017-10-12,2550.93,9.91,79.0,-4.31,4.6,5.91,-4.6,-2.74,14.33,3.16,5.46,9.76,9.3,1,1,1,1,1,0.06,-4.0,71.62,2565.47,2480.15,-0.169,1,0.088,0.33,0.437,1.113,1.327,1.882
2017-10-13,2553.17,9.61,74.0,2.24,-4.31,4.6,5.91,-4.6,-2.74,14.33,3.16,5.46,9.76,1,1,1,1,1,-0.3,-5.0,72.39,2568.75,2482.16,0.088,1,0.175,0.317,0.864,1.046,1.007,1.721
2017-10-16,2557.64,9.91,78.0,4.47,2.24,-4.31,4.6,5.91,-4.6,-2.74,14.33,3.16,5.46,1,1,1,1,1,0.3,4.0,73.92,2572.41,2483.88,0.175,1,0.067,0.175,0.287,1.183,0.273,1.754
2017-10-17,2559.36,10.31,78.0,1.72,4.47,2.24,-4.31,4.6,5.91,-4.6,-2.74,14.33,3.16,1,1,1,1,1,0.4,0.0,74.51,2575.88,2485.68,0.067,1,0.074,0.62,0.382,1.242,1.028,1.644
2017-10-18,2561.26,10.07,82.0,1.9,1.72,4.47,2.24,-4.31,4.6,5.91,-4.6,-2.74,14.33,1,1,0,1,1,-0.24,4.0,75.17,2579.15,2487.71,0.074,1,0.033,0.145,-0.161,1.148,0.687,2.57
2017-10-19,2562.1,10.05,83.0,0.84,1.9,1.72,4.47,2.24,-4.31,4.6,5.91,-4.6,-2.74,1,1,0,1,1,-0.02,1.0,75.48,2581.24,2491.77,0.033,1,0.512,0.274,-0.066,1.26,0.782,2.498
2017-10-20,2575.21,9.97,89.0,13.11,0.84,1.9,1.72,4.47,2.24,-4.31,4.6,5.91,-4.6,0,0,1,1,1,-0.08,6.0,79.66,2585.01,2495.29,0.512,1,-0.399,-0.705,0.229,0.367,0.93,2.825
2017-10-23,2564.98,11.07,80.0,-10.23,13.11,0.84,1.9,1.72,4.47,2.24,-4.31,4.6,5.91,1,0,1,1,1,1.1,-9.0,69.67,2584.93,2502.21,-0.397,1,0.161,-0.178,0.305,0.673,1.247,2.999
2017-10-24,2569.13,11.16,75.0,4.15,-10.23,13.11,0.84,1.9,1.72,4.47,2.24,-4.31,4.6,0,1,1,1,1,0.09,-5.0,71.25,2583.96,2510.41,0.162,1,-0.467,0.466,0.239,0.612,1.298,2.741
2017-10-25,2557.15,11.23,75.0,-11.98,4.15,-10.23,13.11,0.84,1.9,1.72,4.47,2.24,-4.31,1,1,1,1,1,0.07,0.0,61.35,2581.7,2517.68,-0.466,1,0.127,0.61,0.864,0.845,1.723,2.819
2017-10-26,2560.4,11.3,71.0,3.25,-11.98,4.15,-10.23,13.11,0.84,1.9,1.72,4.47,2.24,1,1,1,1,1,0.07,-4.0,62.85,2578.82,2525.59,0.127,1,0.808,0.581,0.761,0.165,2.606,2.693
2017-10-27,2581.07,9.8,74.0,20.67,3.25,-11.98,4.15,-10.23,13.11,0.84,1.9,1.72,4.47,0,0,1,1,1,-1.5,3.0,70.69,2580.21,2530.37,0.807,1,-0.322,-0.067,0.264,0.178,1.758,2.184
2017-10-30,2572.83,10.5,65.0,-8.24,20.67,3.25,-11.98,4.15,-10.23,13.11,0.84,1.9,1.72,1,1,1,1,1,0.7,-9.0,64.82,2580.42,2534.54,-0.319,1,0.094,0.272,0.709,0.233,2.896,3.048
2017-10-31,2575.26,10.18,69.0,2.43,-8.24,20.67,3.25,-11.98,4.15,-10.23,13.11,0.84,1.9,1,1,1,1,1,-0.32,4.0,65.72,2581.15,2537.87,0.094,1,0.159,0.489,0.598,0.267,2.603,3.293
2017-11-01,2579.36,10.2,69.0,4.1,2.43,-8.24,20.67,3.25,-11.98,4.15,-10.23,13.11,0.84,1,1,1,1,1,0.02,0.0,67.25,2582.45,2540.74,0.159,1,0.019,0.457,0.583,0.764,2.333,3.291
2017-11-02,2579.85,9.93,66.0,0.49,4.1,2.43,-8.24,20.67,3.25,-11.98,4.15,-10.23,13.11,1,1,1,1,1,-0.27,-3.0,67.44,2584.79,2541.17,0.019,1,0.31,0.418,0.185,0.668,1.928,3.218
2017-11-03,2587.84,9.14,66.0,7.99,0.49,4.1,2.43,-8.24,20.67,3.25,-11.98,4.15,-10.23,1,1,0,1,1,-0.79,0.0,70.4,2588.3,2541.52,0.31,1,0.128,0.254,-0.215,0.565,1.606,2.487
2017-11-06,2591.13,9.4,58.0,3.29,7.99,0.49,4.1,2.43,-8.24,20.67,3.25,-11.98,4.15,0,0,0,1,1,0.26,-8.0,71.55,2591.35,2543.11,0.127,1,-0.019,-0.252,-0.243,0.398,1.772,3.272
2017-11-07,2590.64,9.89,61.0,-0.49,3.29,7.99,0.49,4.1,2.43,-8.24,20.67,3.25,-11.98,1,0,0,1,1,0.49,3.0,71.11,2594.13,2544.32,-0.019,1,0.144,-0.322,-0.454,1.405,2.349,3.841
2017-11-08,2594.38,9.78,54.0,3.74,-0.49,3.29,7.99,0.49,4.1,2.43,-8.24,20.67,3.25,0,0,0,1,1,-0.11,-7.0,72.51,2597.5,2544.87,0.144,1,-0.377,-0.368,-1.149,1.223,2.533,3.362
2017-11-09,2584.62,10.5,54.0,-9.76,3.74,-0.49,3.29,7.99,0.49,4.1,2.43,-8.24,20.67,0,0,1,1,1,0.72,0.0,63.83,2598.07,2547.67,-0.376,1,-0.089,-0.222,0.039,2.427,3.064,3.647
2017-11-10,2582.3,11.29,59.0,-2.32,-9.76,3.74,-0.49,3.29,7.99,0.49,4.1,2.43,-8.24,1,0,0,1,1,0.79,5.0,61.93,2598.13,2550.52,-0.09,1,0.098,-0.684,-0.133,2.318,3.117,3.957
2017-11-13,2584.84,11.5,49.0,2.54,-2.32,-9.76,3.74,-0.49,3.29,7.99,0.49,4.1,2.43,0,1,0,1,1,0.21,-10.0,63.22,2598.62,2552.75,0.098,1,-0.231,0.031,-0.105,2.114,2.601,3.814
2017-11-14,2578.87,11.59,49.0,-5.97,2.54,-2.32,-9.76,3.74,-0.49,3.29,7.99,0.49,4.1,0,0,1,1,1,0.09,0.0,58.22,2598.36,2554.96,-0.231,1,-0.551,-0.001,0.78,1.961,3.75,3.932
2017-11-15,2564.62,13.13,36.0,-14.25,-5.97,2.54,-2.32,-9.76,3.74,-0.49,3.29,7.99,0.49,1,1,1,1,1,1.54,-13.0,48.4,2598.09,2555.56,-0.553,1,0.815,0.679,1.259,2.507,4.868,4.576
2017-11-16,2585.64,11.76,50.0,21.02,-14.25,-5.97,2.54,-2.32,-9.76,3.74,-0.49,3.29,7.99,0,1,1,1,1,-1.37,14.0,59.31,2598.47,2557.54,0.82,1,-0.265,0.522,0.654,2.002,3.737,3.973
2017-11-17,2578.85,11.43,44.0,-6.79,21.02,-14.25,-5.97,2.54,-2.32,-9.76,3.74,-0.49,3.29,1,1,1,1,1,-0.33,-6.0,55.24,2598.61,2557.76,-0.263,1,0.127,0.705,0.873,2.81,3.883,3.665
2017-11-20,2582.14,10.65,51.0,3.29,-6.79,21.02,-14.25,-5.97,2.54,-2.32,-9.76,3.74,-0.49,1,1,1,1,1,-0.78,7.0,56.79,2598.6,2559.49,0.128,1,0.655,0.786,1.741,3.019,3.972,4.408
2017-11-21,2599.03,9.73,54.0,16.89,3.29,-6.79,21.02,-14.25,-5.97,2.54,-2.32,-9.76,3.74,0,1,1,1,1,-0.92,3.0,63.71,2601.37,2559.71,0.654,1,-0.076,0.093,1.047,2.52,3.265,4.416
2017-11-22,2597.08,9.88,54.0,-1.95,16.89,3.29,-6.79,21.02,-14.25,-5.97,2.54,-2.32,-9.76,1,1,1,1,1,0.15,0.0,62.47,2601.59,2563.48,-0.075,1,0.205,1.153,1.943,2.531,3.21,4.883
2017-11-24,2602.42,9.67,59.0,5.34,-1.95,16.89,3.29,-6.79,21.02,-14.25,-5.97,2.54,-2.32,0,1,1,1,1,-0.21,5.0,64.51,2602.71,2566.57,0.206,1,-0.039,0.911,1.532,1.909,3.088,5.419
2017-11-27,2601.42,9.87,51.0,-1.0,5.34,-1.95,16.89,3.29,-6.79,21.02,-14.25,-5.97,2.54,1,1,1,1,1,0.2,-8.0,63.81,2605.05,2566.26,-0.038,1,0.984,1.774,1.461,2.858,3.309,5.621
2017-11-28,2627.04,10.03,60.0,25.62,-1.0,5.34,-1.95,16.89,3.29,-6.79,21.02,-14.25,-5.97,0,1,1,1,1,0.16,9.0,72.16,2613.99,2562.75,0.985,1,-0.037,0.584,0.097,2.426,1.79,4.776
2017-11-29,2626.07,10.7,67.0,-0.97,25.62,-1.0,5.34,-1.95,16.89,3.29,-6.79,21.02,-14.25,1,1,1,1,1,0.67,7.0,71.49,2620.58,2561.23,-0.037,1,0.819,0.509,0.122,2.109,2.655,4.65
2017-11-30,2647.58,11.28,73.0,21.51,-0.97,25.62,-1.0,5.34,-1.95,16.89,3.29,-6.79,21.02,0,0,0,1,1,0.58,6.0,76.68,2632.39,2556.24,0.819,1,-0.204,-0.686,-0.404,1.206,2.493,4.569
2017-12-01,2642.22,11.43,70.0,-5.36,21.51,-0.97,25.62,-1.0,5.34,-1.95,16.89,3.29,-6.79,0,0,1,1,1,0.15,-3.0,73.11,2640.19,2554.68,-0.202,1,-0.105,-0.489,0.351,1.6,3.088,5.44
2017-12-04,2639.44,11.68,64.0,-2.78,-5.36,21.51,-0.97,25.62,-1.0,5.34,-1.95,16.89,3.29,0,0,1,1,1,0.25,-6.0,71.25,2646.23,2553.8,-0.105,1,-0.374,-0.093,0.778,1.661,3.925,5.184
2017-12-05,2629.57,11.33,60.0,-9.87,-2.78,-5.36,21.51,-0.97,25.62,-1.0,5.34,-1.95,16.89,0,1,1,1,1,-0.35,-4.0,64.96,2649.69,2554.19,-0.374,1,-0.011,0.831,1.309,1.93,4.476,6.554
2017-12-06,2629.27,11.02,62.0,-0.3,-9.87,-2.78,-5.36,21.51,-0.97,25.62,-1.0,5.34,-1.95,1,1,1,1,1,-0.31,2.0,64.77,2652.74,2555.0,-0.011,1,0.293,1.168,1.277,2.029,4.64,6.418
2017-12-07,2636.98,10.16,60.0,7.71,-0.3,-9.87,-2.78,-5.36,21.51,-0.97,25.62,-1.0,5.34,1,1,1,1,1,-0.86,-2.0,67.37,2656.71,2555.29,0.293,1,0.552,1.032,0.572,1.923,4.231,6.592
2017-12-08,2651.5,9.58,62.0,14.52,7.71,-0.3,-9.87,-2.78,-5.36,21.51,-0.97,25.62,-1.0,1,1,1,1,1,-0.58,2.0,71.63,2662.73,2555.96,0.551,1,0.322,0.43,0.922,0.838,4.401,6.882
2017-12-11,2659.99,9.34,62.0,8.49,14.52,7.71,-0.3,-9.87,-2.78,-5.36,21.51,-0.97,25.62,1,0,1,1,1,-0.24,0.0,73.78,2669.41,2557.05,0.32,1,0.155,-0.301,1.138,1.351,4.761,6.756
2017-12-12,2664.11,9.92,67.0,4.12,8.49,14.52,7.71,-0.3,-9.87,-2.78,-5.36,21.51,-0.97,0,1,1,1,1,0.58,5.0,74.78,2675.93,2558.46,0.155,1,-0.047,0.44,0.653,1.84,4.222,6.52
2017-12-13,2662.85,10.18,67.0,-1.26,4.12,8.49,14.52,7.71,-0.3,-9.87,-2.78,-5.36,21.51,0,1,1,1,1,0.26,0.0,73.85,2680.57,2562.21,-0.047,1,-0.407,1.025,0.616,2.295,5.244,6.621
2017-12-14,2652.01,10.49,69.0,-10.84,-1.26,4.12,8.49,14.52,7.71,-0.3,-9.87,-2.78,-5.36,1,1,1,1,1,0.31,2.0,66.24,2680.25,2571.27,-0.407,1,0.894,1.106,1.223,3.423,5.484,8.294
2017-12-15,2675.81,9.42,68.0,23.8,-10.84,-1.26,4.12,8.49,14.52,7.71,-0.3,-9.87,-2.78,1,1,1,1,1,-1.07,-1.0,72.86,2685.65,2574.89,0.897,1,0.541,0.13,0.284,2.711,5.071,6.701
2017-12-18,2690.16,9.53,74.0,14.35,23.8,-10.84,-1.26,4.12,8.49,14.52,7.71,-0.3,-9.87,0,0,0,1,1,0.11,6.0,75.92,2691.79,2579.87,0.536,1,-0.325,-0.209,-0.361,2.285,5.337,4.943
2017-12-19,2681.47,10.03,72.0,-8.69,14.35,23.8,-10.84,-1.26,4.12,8.49,14.52,7.71,-0.3,0,1,1,1,1,0.5,-2.0,70.71,2694.4,2587.2,-0.323,1,-0.083,0.07,0.043,2.482,5.861,5.291
2017-12-20,2679.25,9.72,72.0,-2.22,-8.69,14.35,23.8,-10.84,-1.26,4.12,8.49,14.52,7.71,1,1,1,1,1,-0.31,0.0,69.4,2697.3,2592.32,-0.083,1,0.198,0.047,0.309,3.293,5.903,5.323
2017-12-21,2684.57,9.62,68.0,5.32,-2.22,-8.69,14.35,23.8,-10.84,-1.26,4.12,8.49,14.52,0,0,0,1,1,-0.1,-4.0,70.8,2699.58,2598.8,0.199,1,-0.046,-0.073,-0.409,3.795,5.773,2.895
2017-12-22,2683.34,9.9,66.0,-1.23,5.32,-2.22,-8.69,14.35,23.8,-10.84,-1.26,4.12,8.49,0,1,1,1,0,0.28,-2.0,70.0,2700.87,2605.59,-0.046,1,-0.106,0.156,0.465,3.467,7.06,-1.281
2017-12-26,2680.5,10.25,64.0,-2.84,-1.23,5.32,-2.22,-8.69,14.35,23.8,-10.84,-1.26,4.12,1,0,1,1,1,0.35,-2.0,68.1,2699.83,2614.54,-0.106,1,0.079,-0.257,1.213,4.549,6.448,0.546
2017-12-27,2682.62,10.47,61.0,2.12,-2.84,-1.23,5.32,-2.22,-8.69,14.35,23.8,-10.84,-1.26,1,1,1,1,0,0.22,-3.0,68.78,2701.62,2618.31,0.079,1,0.184,0.492,1.543,4.306,5.216,-0.036
2017-12-28,2687.54,10.18,58.0,4.92,2.12,-2.84,-1.23,5.32,-2.22,-8.69,14.35,23.8,-10.84,0,1,1,1,0,-0.29,-3.0,70.37,2703.29,2622.79,0.183,1,-0.519,0.951,2.073,4.576,5.08,-3.971
2017-12-29,2673.61,11.04,53.0,-13.93,4.92,2.12,-2.84,-1.23,5.32,-2.22,-8.69,14.35,23.8,1,1,1,1,0,0.86,-5.0,60.95,2704.19,2624.49,-0.518,1,0.826,1.875,2.757,5.93,5.521,-2.012
2018-01-02,2695.81,9.77,67.0,22.2,-13.93,4.92,2.12,-2.84,-1.23,5.32,-2.22,-8.69,14.35,1,1,1,1,0,-1.27,14.0,68.24,2707.75,2626.29,0.83,1,0.645,1.771,2.075,5.361,2.481,-1.489
2018-01-03,2713.06,9.15,67.0,17.25,22.2,-13.93,4.92,2.12,-2.84,-1.23,5.32,-2.22,-8.69,1,1,1,1,0,-0.62,0.0,72.54,2714.02,2627.38,0.64,0,0.405,1.285,1.305,4.618,-2.379,-1.859
2018-01-04,2723.99,9.22,72.0,10.93,17.25,22.2,-13.93,4.92,2.12,-2.84,-1.23,5.32,-2.22,1,1,1,1,0,0.07,5.0,74.86,2720.34,2630.51,0.403,0,0.706,1.006,1.606,4.248,-1.063,-0.935
2018-01-05,2743.15,9.22,75.0,19.16,10.93,17.25,22.2,-13.93,4.92,2.12,-2.84,-1.23,5.32,1,1,1,1,0,0.0,3.0,78.31,2729.89,2632.34,0.703,0,0.167,0.186,1.582,4.762,-2.257,-0.439
2018-01-08,2747.71,9.52,75.0,4.56,19.16,10.93,17.25,22.2,-13.93,4.92,2.12,-2.84,-1.23,1,1,1,1,0,0.3,0.0,79.05,2739.13,2634.18,0.166,0,0.131,0.724,1.047,3.858,-6.077,-0.565
2018-01-09,2751.29,10.08,75.0,3.58,4.56,19.16,10.93,17.25,22.2,-13.93,4.92,2.12,-2.84,0,1,1,1,0,0.56,0.0,79.64,2748.59,2634.7,0.13,0,-0.111,1.272,1.866,2.589,-4.795,-1.275
2018-01-10,2748.23,9.82,75.0,-3.06,3.58,4.56,19.16,10.93,17.25,22.2,-13.93,4.92,2.12,1,1,1,1,0,-0.26,0.0,77.64,2756.09,2636.01,-0.111,0,0.703,1.025,1.81,2.747,-3.352,-1.705
2018-01-11,2767.56,9.88,77.0,19.33,-3.06,3.58,4.56,19.16,10.93,17.25,22.2,-13.93,4.92,1,1,1,1,0,0.06,2.0,80.9,2766.93,2635.53,0.703,0,0.68,1.274,1.555,1.98,-3.807,-2.314
2018-01-12,2786.24,10.16,79.0,18.68,19.33,-3.06,3.58,4.56,19.16,10.93,17.25,22.2,-13.93,0,1,1,0,0,0.28,2.0,83.42,2780.3,2634.49,0.675,0,-0.355,0.426,1.688,-0.871,-3.166,-1.407
2018-01-16,2776.42,11.66,75.0,-9.82,18.68,19.33,-3.06,3.58,4.56,19.16,10.93,17.25,22.2,1,1,1,0,1,1.5,-4.0,77.63,2787.78,2639.46,-0.352,0,0.938,1.216,2.251,-4.575,-1.623,0.114
2018-01-17,2802.56,11.91,75.0,26.14,-9.82,18.68,19.33,-3.06,3.58,4.56,19.16,10.93,17.25,0,1,1,0,0,0.25,0.0,81.34,2801.41,2638.5,0.942,0,-0.163,1.095,1.26,-3.869,-2.533,-2.099
2018-01-18,2798.03,12.22,72.0,-4.53,26.14,-9.82,18.68,19.33,-3.06,3.58,4.56,19.16,10.93,1,1,1,0,0,0.31,-3.0,78.9,2812.3,2638.4,-0.162,0,0.438,1.467,1.471,-4.152,-2.918,-3.004
2018-01-19,2810.3,11.27,80.0,12.27,-4.53,26.14,-9.82,18.68,19.33,-3.06,3.58,4.56,19.16,1,1,1,0,0,-0.95,8.0,80.6,2823.73,2639.85,0.439,0,0.81,0.974,2.236,-8.195,-3.895,-4.74
2018-01-22,2832.97,11.03,78.0,22.67,12.27,-4.53,26.14,-9.82,18.68,19.33,-3.06,3.58,4.56,1,1,1,0,0,-0.24,-2.0,83.28,2838.02,2640.93,0.807,0,0.219,0.223,0.732,-7.594,-4.591,-5.043
2018-01-23,2839.13,11.1,78.0,6.16,22.67,12.27,-4.53,26.14,-9.82,18.68,19.33,-3.06,3.58,0,1,0,0,0,0.07,0.0,83.93,2851.4,2643.01,0.217,0,-0.056,1.191,-0.589,-6.464,-3.241,-4.172
2018-01-24,2837.54,11.47,78.0,-1.59,6.16,22.67,12.27,-4.53,26.14,-9.82,18.68,19.33,-3.06,1,1,0,0,0,0.37,0.0,83.03,2861.85,2647.98,-0.056,0,0.06,0.563,-0.484,-6.15,-2.041,-3.854
2018-01-25,2839.25,11.58,77.0,1.71,-1.59,6.16,22.67,12.27,-4.53,26.14,-9.82,18.68,19.33,1,0,0,0,0,0.11,-1.0,83.24,2870.08,2655.62,0.06,0,1.185,-0.593,-0.609,-4.956,-3.347,-3.963
2018-01-26,2872.87,11.08,79.0,33.62,1.71,-1.59,6.16,22.67,12.27,-4.53,26.14,-9.82,18.68,0,0,0,0,0,-0.5,2.0,86.69,2883.13,2661.59,1.184,0,-0.681,-1.728,-3.9,-4.99,-5.601,-4.716
2018-01-29,2853.53,13.84,62.0,-19.34,33.62,1.71,-1.59,6.16,22.67,12.27,-4.53,26.14,-9.82,0,0,0,0,0,2.76,-17.0,76.89,2889.62,2671.7,-0.673,0,-1.083,-1.098,-7.121,-4.223,-6.121,-2.331
2018-01-30,2822.43,14.79,61.0,-31.1,-19.34,33.62,1.71,-1.59,6.16,22.67,12.27,-4.53,26.14,1,0,0,0,0,0.95,-1.0,64.3,2886.63,2689.57,-1.09,0,0.048,-2.113,-4.461,-3.721,-4.597,-1.381
2018-01-31,2823.81,13.54,61.0,1.38,-31.1,-19.34,33.62,1.71,-1.59,6.16,22.67,12.27,-4.53,0,0,0,0,0,-1.25,0.0,64.58,2884.48,2704.53,0.049,0,-0.065,-6.196,-5.036,-4.34,-3.645,-2.073
2018-02-01,2821.98,13.47,58.0,-1.83,1.38,-31.1,-19.34,33.62,1.71,-1.59,6.16,22.67,12.27,0,0,0,0,0,-0.07,-3.0,63.87,2882.42,2717.48,-0.065,0,-2.119,-4.492,-8.534,-4.179,-3.324,-2.567
2018-02-02,2762.13,17.31,17.0,-59.85,-1.83,1.38,-31.1,-19.34,33.62,1.71,-1.59,6.16,22.67,0,0,0,0,0,3.84,-41.0,46.08,2878.79,2724.92,-2.121,0,-4.011,-2.852,-5.052,-0.526,-1.252,-0.524
2018-02-05,2648.94,37.32,18.0,-113.19,-59.85,-1.83,1.38,-31.1,-19.34,33.62,1.71,-1.59,6.16,1,0,1,1,1,20.01,1.0,29.4,2896.23,2698.06,-4.098,1,1.673,-2.46,0.256,4.73,3.259,3.732
2018-02-06,2695.14,29.98,18.0,46.2,-113.19,-59.85,-1.83,1.38,-31.1,-19.34,33.62,1.71,-1.59,0,0,0,1,1,-7.34,0.0,39.09,2901.21,2687.83,1.744,1,-0.509,-2.854,-1.216,1.855,3.452,0.671
2018-02-07,2681.66,27.73,16.0,-13.48,46.2,-113.19,-59.85,-1.83,1.38,-31.1,-19.34,33.62,1.71,0,0,1,1,1,-2.25,-2.0,37.48,2907.26,2674.81,-0.5,1,-3.735,-0.952,0.63,1.194,3.761,1.309
2018-02-08,2581.0,33.46,10.0,-100.66,-13.48,46.2,-113.19,-59.85,-1.83,1.38,-31.1,-19.34,33.62,1,1,1,1,1,5.73,-6.0,28.12,2929.93,2635.42,-3.754,1,1.438,3.056,5.601,3.605,6.873,4.882
2018-02-09,2619.55,29.06,10.0,38.55,-100.66,-13.48,46.2,-113.19,-59.85,-1.83,1.38,-31.1,-19.34,1,1,1,1,1,-4.4,0.0,34.83,2938.8,2611.75,1.494,1,1.412,3.064,4.365,2.778,5.034,0.935
2018-02-12,2656.0,25.61,13.0,36.45,38.55,-100.66,-13.48,46.2,-113.19,-59.85,-1.83,1.38,-31.1,1,1,1,1,0,-3.45,3.0,40.49,2940.21,2597.32,1.391,1,0.265,2.871,2.3,2.479,3.486,-2.586
2018-02-13,2662.94,24.97,10.0,6.94,36.45,38.55,-100.66,-13.48,46.2,-113.19,-59.85,-1.83,1.38,1,1,1,1,0,-0.64,-3.0,41.53,2940.55,2585.63,0.261,1,1.344,2.608,1.445,2.454,3.354,-0.165
2018-02-14,2698.63,19.26,15.0,35.69,6.94,36.45,38.55,-100.66,-13.48,46.2,-113.19,-59.85,-1.83,1,1,1,1,0,-5.71,5.0,46.69,2936.51,2579.28,1.34,1,1.223,0.662,0.2,1.058,0.537,-3.23
2018-02-15,2731.2,19.13,18.0,32.57,35.69,6.94,36.45,38.55,-100.66,-13.48,46.2,-113.19,-59.85,1,0,1,1,0,-0.13,3.0,50.94,2932.54,2576.56,1.207,0,0.038,-1.107,0.597,0.288,-0.528,-4.676
2018-02-16,2732.22,19.46,18.0,1.02,32.57,35.69,6.94,36.45,38.55,-100.66,-13.48,46.2,-113.19,0,0,1,1,0,0.33,0.0,51.08,2926.99,2574.3,0.037,0,-0.584,-1.035,1.735,1.99,-0.743,-3.345
2018-02-20,2716.26,20.6,17.0,-15.96,1.02,32.57,35.69,6.94,36.45,38.55,-100.66,-13.48,46.2,0,1,1,1,0,1.14,-1.0,48.86,2917.56,2572.06,-0.584,0,-0.546,1.136,1.026,2.443,-2.656,-4.918
2018-02-21,2701.33,20.02,15.0,-14.93,-15.96,1.02,32.57,35.69,6.94,36.45,38.55,-100.66,-13.48,1,1,1,1,0,-0.58,-2.0,46.82,2906.0,2569.84,-0.55,0,0.097,2.882,0.46,2.355,-4.163,-3.199
2018-02-22,2703.96,18.72,18.0,2.63,-14.93,-15.96,1.02,32.57,35.69,6.94,36.45,38.55,-100.66,1,1,0,1,0,-1.3,3.0,47.24,2893.47,2569.01,0.097,0,1.604,1.493,-0.973,1.685,-1.681,-2.194
2018-02-23,2747.3,16.49,18.0,43.34,2.63,-14.93,-15.96,1.02,32.57,35.69,6.94,36.45,38.55,1,0,0,1,0,-2.23,0.0,53.7,2881.41,2571.88,1.603,0,1.195,-1.238,-2.073,0.001,-4.981,-3.124
2018-02-26,2779.6,15.8,20.0,32.3,43.34,2.63,-14.93,-15.96,1.02,32.57,35.69,6.94,36.45,0,0,0,0,0,-0.69,2.0,57.85,2863.93,2580.03,1.176,0,-1.286,-3.71,-2.135,-1.004,-6.355,-6.375
2018-02-27,2744.28,18.59,17.0,-35.32,32.3,43.34,2.63,-14.93,-15.96,1.02,32.57,35.69,6.94,0,0,0,0,0,2.79,-3.0,52.33,2845.62,2587.41,-1.271,0,-1.095,-1.908,-0.581,-1.128,-3.72,-4.717
2018-02-28,2713.83,19.85,15.0,-30.45,-35.32,32.3,43.34,2.63,-14.93,-15.96,1.02,32.57,35.69,0,1,1,1,0,1.26,-2.0,48.07,2830.7,2591.47,-1.11,0,-1.318,0.259,0.473,0.113,-4.808,-2.076
2018-03-01,2677.67,22.47,8.0,-36.16,-30.45,-35.32,32.3,43.34,2.63,-14.93,-15.96,1.02,32.57,1,1,1,1,0,2.62,-7.0,43.55,2812.3,2595.26,-1.332,0,0.5,1.859,2.259,1.262,-2.33,-1.307
2018-03-02,2691.25,19.59,10.0,13.58,-36.16,-30.45,-35.32,32.3,43.34,2.63,-14.93,-15.96,1.02,1,1,1,0,0,-2.88,2.0,45.62,2791.28,2603.21,0.507,0,1.109,1.328,3.56,-1.776,-1.739,-1.018
2018-03-05,2720.94,18.73,14.0,29.69,13.58,-36.16,-30.45,-35.32,32.3,43.34,2.63,-14.93,-15.96,1,1,1,0,0,-0.86,4.0,49.94,2785.16,2605.21,1.103,0,0.267,0.67,2.307,-4.93,-2.159,-2.402
2018-03-06,2728.12,18.36,26.0,7.18,29.69,13.58,-36.16,-30.45,-35.32,32.3,43.34,2.63,-14.93,0,1,1,0,0,-0.37,12.0,50.96,2787.59,2610.7,0.264,0,-0.049,2.148,1.367,-2.557,-4.544,-1.848
2018-03-07,2726.8,17.76,23.0,-1.32,7.18,29.69,13.58,-36.16,-30.45,-35.32,32.3,43.34,2.63,1,1,1,0,0,-0.6,-3.0,50.76,2789.96,2611.49,-0.048,0,0.446,2.061,0.831,-4.185,-4.166,-0.748
2018-03-08,2738.97,16.54,25.0,12.17,-1.32,7.18,29.69,13.58,-36.16,-30.45,-35.32,32.3,43.34,1,1,1,0,0,-1.22,2.0,52.64,2793.87,2613.32,0.446,0,1.746,0.966,0.307,-4.913,-3.011,-1.112
