DATE,SP500,VIX,FNG,SP500_Change,SP500_Change_lag1,SP500_Change_lag2,SP500_Change_lag3,SP500_Change_lag4,SP500_Change_lag5,SP500_Change_lag6,SP500_Change_lag7,SP500_Change_lag8,SP500_Change_lag9,S&P_1day_up,S&P_3day_up,S&P_5day_up,S&P_14day_up,S&P_28day_up,VIX_Change,FNG_Change,RSI,BB_Upper,BB_Lower,SP500_Change_Percentage,S&P_22day_up,SP500_Change_1day,SP500_Change_3day,SP500_Change_5day,SP500_Change_14day,SP500_Change_22day,SP500_Change_28day
2015-02-06,2055.47,17.29,52.0,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,-27.54,5.27,0,1,1,1,1,0.44,2.0,55.35,2073.34,1989.11,-0.342,0,-0.423,0.633,2.013,2.377,-0.738,1.639
2015-02-09,2046.74,18.55,52.0,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,-27.54,1,1,1,1,1,1.26,0.0,52.75,2073.57,1989.08,-0.425,1,1.063,2.031,2.608,3.437,0.935,2.985
2015-02-10,2068.59,17.23,54.0,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,-27.39,0,1,1,1,1,-1.32,2.0,58.06,2078.55,1988.13,1.068,0,-0.003,1.388,1.519,1.915,-0.742,1.751
2015-02-11,2068.53,16.96,61.0,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,19.09,1,1,1,1,1,-0.27,7.0,58.04,2083.05,1988.18,-0.003,1,0.964,1.538,1.398,1.45,0.612,1.11
2015-02-12,2088.48,15.34,64.0,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,-26.26,1,1,1,1,0,-1.62,3.0,62.51,2090.77,1988.18,0.964,0,0.411,0.541,1.055,0.607,-0.686,-1.326
2015-02-13,2096.99,14.69,73.0,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,25.86,1,1,1,0,0,-0.65,9.0,64.26,2097.09,1992.29,0.407,1,0.16,0.022,0.607,-1.232,0.12,-1.955
2015-02-17,2100.34,15.8,77.0,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,29.18,0,1,1,0,0,1.11,4.0,64.95,2105.05,1992.42,0.16,0,-0.031,0.475,0.722,-0.997,-0.528,-1.875
2015-02-18,2099.68,15.45,79.0,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,-8.52,0,1,1,0,0,-0.35,2.0,64.69,2111.7,1993.48,-0.031,1,-0.106,0.475,0.675,-2.643,0.401,-0.64
2015-02-19,2097.45,15.29,77.0,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,21.01,1,1,1,0,0,-0.16,-2.0,63.74,2117.26,1994.46,-0.106,1,0.612,0.859,0.633,-2.725,0.332,-1.408
2015-02-20,2110.3,14.3,80.0,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,-7.05,0,1,0,0,0,-0.99,3.0,66.77,2124.02,1992.42,0.613,0,-0.031,0.17,-0.277,-2.114,-0.896,-2.413
2015-02-23,2109.66,14.56,77.0,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,-8.73,1,1,1,0,0,0.26,-3.0,66.47,2130.52,1991.7,-0.03,0,0.276,0.051,0.366,-2.666,-2.303,-2.023
2015-02-24,2115.48,13.69,75.0,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,21.85,0,0,0,0,0,-0.87,-2.0,67.87,2137.32,1990.74,0.276,0,-0.077,-0.52,-0.365,-1.625,-2.812,-1.652
2015-02-25,2113.86,13.84,77.0,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,-0.06,0,1,0,0,0,0.15,2.0,67.03,2142.8,1993.68,-0.077,0,-0.147,0.167,-0.725,-1.871,-2.498,-1.774
2015-02-26,2110.74,13.91,78.0,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,19.95,0,0,0,0,0,0.07,1.0,65.35,2143.88,2003.47,-0.148,0,-0.295,-0.14,-0.459,-0.532,-1.159,-1.364
2015-02-27,2104.5,13.34,74.0,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,8.51,1,0,0,0,0,-0.57,-4.0,62.01,2144.92,2010.75,-0.296,0,0.611,-0.283,-1.575,-0.722,-1.734,-0.631
2015-03-02,2117.39,13.04,74.0,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,3.35,0,0,0,0,0,-0.3,0.0,65.89,2141.32,2026.59,0.612,0,-0.457,-0.777,-1.804,-0.441,-2.742,-0.728
2015-03-03,2107.78,13.86,66.0,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,-0.66,0,0,0,0,0,0.82,-8.0,60.89,2138.62,2037.98,-0.454,0,-0.437,-1.725,-3.005,-0.159,-1.928,-0.725
2015-03-04,2098.53,14.23,66.0,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,-2.23,1,0,0,0,0,0.37,0.0,56.45,2138.02,2043.43,-0.439,0,0.119,-0.906,-2.765,-0.334,-0.85,-0.128
2015-03-05,2101.04,14.04,65.0,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,12.85,0,0,0,0,1,-0.19,-1.0,57.36,2135.39,2052.01,0.12,0,-1.419,-2.71,-1.672,-1.906,-1.177,0.266
2015-03-06,2071.26,15.2,58.0,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,-0.64,1,0,0,0,1,1.16,-7.0,45.29,2134.68,2053.6,-1.417,1,0.389,-1.476,-0.85,-0.719,0.506,1.605
2015-03-09,2079.43,15.06,58.0,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,5.82,0,0,1,0,1,-0.14,0.0,48.49,2132.51,2058.16,0.394,1,-1.703,-0.651,0.085,-0.889,0.567,0.084
2015-03-10,2044.16,16.69,52.0,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,-1.62,0,1,1,1,1,1.63,-6.0,38.12,2133.07,2057.35,-1.696,1,-0.189,0.444,1.448,2.024,2.784,2.705
2015-03-11,2040.24,16.87,44.0,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,-3.12,1,1,1,1,1,0.18,-8.0,37.17,2137.24,2050.34,-0.192,1,1.258,2.003,2.899,1.353,2.553,2.791
2015-03-12,2065.95,15.42,46.0,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,-6.24,0,1,1,0,1,-1.45,2.0,46.59,2137.43,2049.9,1.26,1,-0.615,0.408,1.143,-0.307,1.465,2.059
2015-03-13,2053.4,16.0,39.0,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,12.89,1,1,1,1,1,0.58,-7.0,43.18,2139.04,2044.77,-0.607,1,1.345,2.231,2.648,0.656,2.577,2.881
2015-03-16,2081.19,15.61,42.0,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,-9.61,0,1,1,0,1,-0.39,3.0,51.61,2138.42,2043.82,1.353,1,-0.337,0.393,1.131,-0.028,1.159,1.778
2015-03-17,2074.28,15.66,40.0,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,-9.25,1,1,1,1,1,0.05,-2.0,49.64,2137.46,2042.17,-0.332,1,1.212,1.625,0.827,0.099,0.332,1.664
2015-03-18,2099.5,13.97,39.0,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,2.51,0,1,0,0,1,-1.69,-1.0,56.21,2137.44,2042.17,1.216,1,-0.493,0.237,-1.854,-0.848,0.043,0.736
2015-03-19,2089.27,14.07,43.0,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,-29.78,1,1,0,1,1,0.1,4.0,53.18,2136.91,2041.89,-0.487,1,0.897,0.106,-1.578,0.091,0.382,0.837
2015-03-20,2108.1,13.02,43.0,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,8.17,0,0,0,0,0,-1.05,0.0,57.71,2136.61,2041.96,0.901,0,-0.176,-2.252,-2.253,-0.289,-0.007,-1.081
2015-03-23,2104.42,13.41,48.0,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,-35.27,0,0,0,0,1,0.39,5.0,56.56,2135.95,2042.1,-0.175,1,-0.613,-2.29,-0.862,-0.569,0.404,0.184
2015-03-24,2091.5,13.62,44.0,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,-3.92,0,0,0,1,1,0.21,-4.0,52.59,2133.19,2042.47,-0.614,1,-1.447,-1.448,-1.122,0.206,1.245,1.092
2015-03-25,2061.05,15.44,44.0,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,25.71,0,1,0,1,1,1.82,0.0,44.65,2130.33,2040.05,-1.456,1,-0.234,1.204,-0.065,2.179,2.289,1.358
2015-03-26,2056.15,15.8,37.0,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,-12.55,1,1,1,1,1,0.36,-7.0,43.51,2127.69,2037.23,-0.238,1,0.236,0.57,0.524,2.37,2.844,1.164
2015-03-27,2061.02,15.07,36.0,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,27.79,1,0,1,1,1,-0.73,-1.0,45.01,2125.24,2035.32,0.237,1,1.227,-0.065,0.953,0.98,2.229,1.312
2015-03-30,2086.24,14.51,37.0,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,-6.91,0,0,0,1,1,-0.56,1.0,52.11,2120.48,2036.97,1.224,0,-0.89,-0.935,-0.481,0.687,-0.035,1.449
2015-03-31,2067.89,15.29,37.0,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,25.22,0,1,1,1,1,0.78,0.0,47.32,2116.51,2036.95,-0.88,1,-0.393,0.61,0.672,1.409,1.936,1.795
2015-04-01,2059.69,15.11,35.0,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,-10.23,1,1,1,1,1,-0.18,-2.0,45.32,2113.91,2035.67,-0.397,1,0.352,0.805,1.523,2.334,2.65,1.907
2015-04-02,2066.96,14.67,40.0,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,18.83,1,1,1,1,1,-0.44,5.0,47.44,2110.41,2035.76,0.353,1,0.663,0.725,1.704,2.232,1.092,1.53
2015-04-06,2080.62,14.74,43.0,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,-3.68,0,1,1,1,1,0.07,3.0,51.27,2111.01,2036.1,0.661,0,-0.208,0.511,0.571,1.793,-0.023,1.958
2015-04-07,2076.33,14.78,48.0,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,-12.92,1,1,1,1,1,0.04,5.0,50.04,2110.78,2036.02,-0.206,1,0.268,1.237,0.938,1.566,0.561,2.23
2015-04-08,2081.9,13.98,48.0,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,-30.45,1,1,1,1,1,-0.8,0.0,51.67,2110.31,2040.26,0.268,1,0.447,0.507,1.191,1.583,1.647,2.278
2015-04-09,2091.18,13.09,56.0,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,-4.9,1,1,1,1,1,-0.89,8.0,54.33,2109.54,2046.12,0.446,1,0.523,0.224,0.663,0.753,0.68,1.76
2015-04-10,2102.06,12.58,56.0,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,4.87,0,1,0,0,1,-0.51,0.0,57.31,2112.53,2046.75,0.52,0,-0.461,0.219,-0.998,-0.791,-0.141,1.138
2015-04-13,2092.43,13.94,60.0,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,25.22,1,1,1,1,1,1.36,4.0,53.96,2112.6,2050.58,-0.458,1,0.162,0.598,0.379,0.754,0.288,1.826
2015-04-14,2095.84,13.67,60.0,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,-18.35,1,0,1,1,1,-0.27,0.0,54.96,2113.94,2050.7,0.163,1,0.516,-0.701,0.069,0.891,1.207,1.444
2015-04-15,2106.63,12.84,60.0,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,-8.2,0,0,1,0,0,-0.83,0.0,58.07,2117.03,2050.85,0.515,1,-0.078,-0.297,0.063,-0.819,0.768,-0.116
2015-04-16,2104.99,12.6,57.0,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,7.27,0,0,1,0,1,-0.24,-3.0,57.42,2117.9,2050.53,-0.078,1,-1.13,-0.366,0.377,-1.179,1.149,0.878
2015-04-17,2081.18,13.89,57.0,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,13.66,1,1,1,1,1,1.29,0.0,48.87,2117.44,2050.18,-1.131,1,0.913,1.272,1.734,0.324,2.216,1.882
2015-04-20,2100.4,13.3,55.0,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,-4.29,0,1,1,1,1,-0.59,-2.0,54.73,2116.09,2050.76,0.924,1,-0.149,0.602,0.409,0.754,1.223,0.336
2015-04-21,2097.29,13.25,59.0,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,5.57,1,1,1,1,1,-0.05,4.0,53.66,2114.96,2051.18,-0.148,1,0.508,0.971,0.832,0.383,1.596,0.687
2015-04-22,2107.96,12.71,59.0,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,9.28,1,1,0,0,1,-0.54,0.0,56.79,2117.42,2050.36,0.509,1,0.237,0.046,-0.053,-0.421,0.863,0.078
2015-04-23,2112.93,12.48,64.0,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,10.88,1,1,0,0,1,-0.23,5.0,58.2,2120.56,2052.41,0.236,0,0.226,0.087,-1.301,-0.685,-0.414,0.054
2015-04-24,2117.69,12.29,66.0,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,-9.63,0,0,0,1,0,-0.19,2.0,59.57,2123.24,2055.88,0.225,1,-0.415,-0.513,-0.445,0.161,0.274,-1.034
2015-04-27,2108.92,13.12,59.0,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,3.41,1,0,1,1,0,0.83,-7.0,55.94,2123.95,2059.97,-0.414,1,0.276,-1.105,0.263,0.652,0.561,-0.76
2015-04-28,2114.76,12.41,61.0,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,10.79,0,0,0,1,0,-0.71,2.0,57.78,2126.74,2060.03,0.277,0,-0.375,-0.307,-1.2,0.685,-0.349,-1.682
2015-04-29,2106.85,13.39,61.0,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,-1.64,0,1,0,1,0,0.98,0.0,54.46,2127.01,2063.65,-0.374,1,-1.009,0.361,-1.263,0.992,0.231,-1.263
2015-04-30,2085.51,14.55,53.0,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,-23.81,1,1,1,1,1,1.16,-8.0,46.67,2124.23,2069.01,-1.013,1,1.081,0.187,0.118,1.915,1.143,0.935
2015-05-01,2108.29,12.7,61.0,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,19.22,1,0,1,1,1,-1.85,8.0,54.2,2123.11,2074.26,1.092,1,0.297,-1.349,0.374,1.08,0.277,0.027
2015-05-04,2114.49,12.85,61.0,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,-3.11,0,0,0,1,0,0.15,0.0,56.02,2124.25,2076.51,0.294,0,-1.187,-1.256,-0.434,0.549,-0.885,-0.967
2015-05-05,2089.46,14.31,58.0,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,10.67,0,1,1,1,0,1.46,-3.0,47.77,2122.86,2079.22,-1.184,1,-0.44,1.26,0.457,0.697,0.159,-0.238
2015-05-06,2080.15,15.15,58.0,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,4.97,1,1,1,1,1,0.84,0.0,45.1,2123.09,2078.81,-0.446,0,0.376,1.205,0.877,2.074,-0.042,0.772
2015-05-07,2088.0,15.13,53.0,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,4.76,1,1,1,1,1,-0.02,-5.0,47.75,2123.25,2078.33,0.377,0,1.351,0.535,1.591,1.576,-0.377,0.598
2015-05-08,2116.1,12.86,58.0,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,-8.77,0,0,1,0,1,-2.27,5.0,55.93,2124.93,2078.06,1.346,0,-0.516,-0.844,0.318,-0.417,-0.522,0.246
2015-05-11,2105.33,13.85,53.0,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,5.84,0,1,1,1,1,0.99,-5.0,52.54,2125.25,2079.03,-0.509,1,-0.293,0.745,1.128,0.302,0.167,0.22
2015-05-12,2099.12,13.86,49.0,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,-7.91,0,1,1,1,1,0.01,-4.0,50.63,2125.27,2079.33,-0.295,0,-0.03,1.121,1.364,0.498,-0.238,1.127
2015-05-13,2098.48,13.76,55.0,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,-21.34,1,1,1,1,1,-0.1,6.0,50.42,2124.83,2078.96,-0.03,0,1.078,1.463,1.304,0.743,-0.669,1.225
2015-05-14,2121.1,12.74,57.0,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,22.78,1,1,1,0,0,-1.02,2.0,57.0,2127.1,2078.3,1.078,0,0.078,0.321,0.463,-1.204,-1.182,-0.597
2015-05-15,2122.73,12.38,57.0,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,6.2,1,1,1,0,0,-0.36,0.0,57.44,2128.56,2080.99,0.077,0,0.305,0.147,0.157,-1.41,-1.051,-0.963
2015-05-18,2129.2,12.73,62.0,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,-25.03,0,1,0,0,0,0.35,5.0,59.21,2132.16,2080.28,0.305,0,-0.065,0.076,-1.178,-2.352,-0.375,-1.305
2015-05-19,2127.83,12.85,62.0,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,-9.31,0,0,0,0,0,0.12,0.0,58.66,2134.97,2080.52,-0.064,0,-0.093,-0.083,-0.204,-2.239,-0.838,-3.297
2015-05-20,2125.85,12.88,64.0,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,7.85,1,0,0,0,0,0.03,2.0,57.81,2136.99,2080.29,-0.093,0,0.234,-1.017,-0.238,-0.97,-0.141,-2.949
2015-05-21,2130.82,12.11,64.0,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,28.1,0,0,0,0,0,-0.77,0.0,59.39,2139.45,2079.62,0.234,0,-0.224,-0.345,-1.102,-1.033,-0.311,-2.512
2015-05-22,2126.06,12.13,60.0,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,-10.77,0,0,0,0,0,0.02,-4.0,57.18,2140.54,2079.36,-0.223,0,-1.026,-0.247,-0.673,-1.499,-0.82,-2.313
2015-05-26,2104.2,14.06,50.0,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,-6.21,1,1,1,0,0,1.93,-10.0,48.26,2140.4,2079.03,-1.028,0,0.907,0.15,0.254,-0.93,-0.089,-1.667
2015-05-27,2123.48,13.27,47.0,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,-0.64,0,0,0,0,0,-0.79,-3.0,54.94,2141.36,2078.95,0.916,0,-0.128,-0.558,-0.447,-1.292,-1.045,-2.003
2015-05-28,2120.79,13.31,47.0,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,22.62,0,0,0,0,0,0.04,0.0,53.89,2142.35,2079.35,-0.127,0,-0.631,-0.527,-1.175,-0.958,-2.974,-3.49
2015-05-29,2107.39,13.84,43.0,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,1.63,1,1,0,1,0,0.53,-4.0,48.9,2141.3,2082.59,-0.632,0,0.205,0.315,-0.687,0.653,-2.088,-2.644
2015-06-01,2111.73,13.97,40.0,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,6.47,0,0,0,0,0,0.13,-3.0,50.5,2141.42,2082.81,0.206,0,-0.101,-0.754,-1.54,-0.083,-1.628,-1.666
2015-06-02,2109.6,14.24,43.0,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,-1.37,1,0,0,1,0,0.27,3.0,49.68,2141.17,2082.57,-0.101,0,0.212,-0.794,-1.395,0.627,-1.554,-0.474
2015-06-03,2114.07,13.66,45.0,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,-1.98,0,0,0,1,0,-0.58,2.0,51.46,2140.54,2085.66,0.212,0,-0.864,-1.649,-0.42,0.48,-2.148,-0.243
2015-06-04,2095.84,14.71,44.0,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,4.97,0,0,1,1,1,1.05,-1.0,44.53,2138.24,2089.53,-0.862,0,-0.142,-0.742,0.616,0.603,-0.686,0.547
2015-06-05,2092.83,14.21,40.0,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,-4.76,0,1,1,1,1,-0.5,-4.0,43.49,2137.53,2090.73,-0.144,0,-0.647,0.59,0.061,0.452,-2.202,1.501
2015-06-08,2079.28,15.29,36.0,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,-21.86,1,1,1,1,1,1.08,-4.0,39.06,2140.14,2084.43,-0.647,0,0.042,1.413,0.246,1.061,-1.336,2.263
2015-06-09,2080.15,14.47,36.0,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,19.28,1,1,1,0,1,-0.82,0.0,39.49,2142.12,2079.94,0.042,0,1.205,0.671,0.776,-1.083,-0.17,2.315
2015-06-10,2105.2,13.22,37.0,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,-2.69,1,0,0,0,1,-1.25,1.0,50.27,2142.07,2080.6,1.204,0,0.176,-0.998,-0.229,-2.023,-0.269,0.674
2015-06-11,2108.86,12.85,41.0,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,-13.4,0,0,1,0,1,-0.37,4.0,51.63,2142.05,2081.66,0.174,1,-0.701,-0.597,0.588,-1.493,0.004,0.251
2015-06-12,2094.11,13.78,30.0,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,4.34,0,1,1,0,1,0.93,-11.0,46.16,2141.33,2079.67,-0.699,1,-0.459,0.3,0.753,-0.822,0.63,0.381
2015-06-15,2084.43,15.39,26.0,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,-2.13,1,1,1,0,0,1.61,-4.0,42.95,2140.86,2076.31,-0.462,1,0.566,1.758,1.835,-0.748,1.903,-0.228
2015-06-16,2096.29,14.81,27.0,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,4.47,1,1,1,0,0,-0.58,1.0,47.75,2138.18,2075.7,0.569,1,0.199,0.657,1.339,-0.717,1.456,-1.374
2015-06-17,2100.44,14.5,26.0,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,-18.23,1,1,1,0,0,-0.31,-1.0,49.35,2135.4,2075.74,0.198,1,0.992,1.069,0.388,-2.565,1.328,-0.343
2015-06-18,2121.24,13.19,34.0,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,-3.01,0,1,0,0,0,-1.31,8.0,56.56,2134.6,2076.08,0.99,0,-0.536,0.141,-0.901,-3.329,-0.097,-0.603
2015-06-19,2109.99,13.96,30.0,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,-13.55,1,0,0,0,0,0.77,-4.0,52.23,2131.25,2077.34,-0.53,1,0.606,-0.066,-0.401,-1.573,0.196,-0.064
2015-06-22,2122.85,12.74,42.0,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0.87,1,0,0,0,0,-1.22,12.0,56.34,2130.61,2077.67,0.609,0,0.064,-0.973,-3.091,-1.102,-0.981,-0.901
2015-06-23,2124.2,12.11,49.0,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,25.05,0,0,0,0,0,-0.63,7.0,56.76,2133.01,2077.26,0.064,0,-0.736,-1.07,-2.878,-0.718,-2.099,-1.232
2015-06-24,2108.58,13.26,36.0,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,3.66,0,0,0,0,0,1.15,-13.0,50.68,2131.04,2077.75,-0.735,0,-0.295,-2.398,-1.467,-0.056,-1.927,-0.718
2015-06-25,2102.31,14.01,34.0,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,-14.75,0,0,0,1,0,0.75,-2.0,48.43,2129.03,2077.9,-0.297,0,-0.039,-1.859,-1.211,1.042,-0.43,-0.117
2015-06-26,2101.49,14.02,33.0,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,-9.68,0,0,0,1,0,0.01,-1.0,48.13,2128.69,2077.66,-0.039,1,-2.086,-1.145,-1.557,1.196,0.337,-0.853
2015-06-29,2057.64,18.85,8.0,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,11.86,1,1,1,1,1,4.83,-25.0,35.47,2132.43,2068.51,-2.087,1,0.26,0.911,1.128,3.361,2.426,0.948
2015-06-30,2063.11,18.23,11.0,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,4.15,1,1,0,1,1,-0.62,3.0,37.67,2133.68,2062.61,0.266,1,0.695,0.275,-0.798,2.726,1.979,1.996
2015-07-01,2077.42,16.09,18.0,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,20.8,0,1,0,1,1,-2.14,7.0,43.14,2132.15,2060.48,0.694,1,-0.031,0.19,-1.266,1.78,0.999,0.322
2015-07-02,2076.78,16.79,16.0,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,-11.25,0,0,0,1,1,0.7,-2.0,42.96,2132.2,2058.52,-0.031,1,-0.386,-1.449,-0.008,1.221,0.796,0.446
2015-07-06,2068.76,17.01,13.0,-8.02,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,12.86,1,0,1,1,1,0.22,-3.0,40.65,2132.78,2055.54,-0.386,1,0.606,-0.84,1.485,0.524,1.497,0.704
2015-07-07,2081.34,16.09,13.0,12.58,-8.02,-0.64,14.31,5.47,-43.85,-0.82,-6.27,-15.62,1.35,0,0,1,0,1,-0.92,0.0,45.59,2132.73,2055.79,0.608,1,-1.675,-0.228,1.335,-0.662,0.107,0.493
