DATE,Open,Close,Adj Close
2015-06-11,211.48,211.63,178.6
2015-06-12,210.64,210.01,177.23
2015-06-15,208.64,209.11,176.47
2015-06-16,208.93,210.25,177.43
2015-06-17,210.59,210.59,177.72
2015-06-18,211.31,212.78,179.57
2015-06-19,211.46,210.81,178.77
2015-06-22,211.91,211.89,179.68
2015-06-23,212.14,212.04,179.81
2015-06-24,211.72,210.5,178.51
2015-06-25,211.1,209.86,177.96
2015-06-26,210.29,209.82,177.93
2015-06-29,208.05,205.42,174.2
2015-06-30,207.26,205.85,174.56
2015-07-01,207.73,207.5,175.96
2015-07-02,208.07,207.31,175.8
2015-07-06,205.77,206.72,175.3
2015-07-07,206.96,208.02,176.4
2015-07-08,206.42,204.53,173.44
2015-07-09,207.04,204.9,173.76
2015-07-10,207.29,207.48,175.95
2015-07-13,208.99,209.77,177.89
2015-07-14,209.72,210.68,178.66
2015-07-15,210.73,210.61,178.6
2015-07-16,211.87,212.3,180.03
2015-07-17,212.29,212.48,180.19
2015-07-20,212.75,212.59,180.28
2015-07-21,212.43,211.75,179.57
2015-07-22,210.93,211.37,179.24
2015-07-23,211.53,210.18,178.23
2015-07-24,210.3,208.0,176.39
2015-07-27,206.94,206.79,175.36
2015-07-28,207.79,209.33,177.51
2015-07-29,209.48,210.77,178.73
2015-07-30,210.16,210.82,178.78
2015-07-31,211.42,210.5,178.51
2015-08-03,210.46,209.79,177.9
2015-08-04,209.7,209.38,177.56
2015-08-05,210.45,210.07,178.14
2015-08-06,210.29,208.35,176.68
2015-08-07,208.16,207.95,176.34
2015-08-10,209.28,210.57,178.57
2015-08-11,208.97,208.67,176.95
2015-08-12,207.11,208.92,177.17
2015-08-13,208.73,208.66,176.95
2015-08-14,208.43,209.42,177.59
2015-08-17,208.71,210.59,178.58
2015-08-18,210.26,209.98,178.07
2015-08-19,209.09,208.32,176.66
2015-08-20,206.51,203.97,172.97
2015-08-21,201.73,197.83,167.76
2015-08-24,187.49,189.5,160.7
2015-08-25,195.43,187.27,158.81
2015-08-26,192.08,194.46,164.9
2015-08-27,197.02,199.27,168.98
2015-08-28,198.5,199.28,168.99
2015-08-31,198.11,197.67,167.63
2015-09-01,193.12,191.77,162.62
2015-09-02,194.62,195.41,165.71
2015-09-03,196.26,195.55,165.83
2015-09-04,192.85,192.59,163.32
2015-09-08,195.94,197.43,167.42
2015-09-09,199.32,194.79,165.18
2015-09-10,194.56,195.85,166.08
2015-09-11,195.38,196.74,166.84
2015-09-14,196.95,196.01,166.22
2015-09-15,196.61,198.46,168.3
2015-09-16,198.82,200.18,169.75
2015-09-17,200.02,199.73,169.37
2015-09-18,195.71,195.45,166.61
2015-09-21,196.44,196.46,167.47
2015-09-22,193.88,193.91,165.29
2015-09-23,194.11,193.6,165.03
2015-09-24,192.15,192.9,164.43
2015-09-25,194.64,192.85,164.39
2015-09-28,191.78,188.01,160.26
2015-09-29,188.27,188.12,160.36
2015-09-30,190.37,191.63,163.35
2015-10-01,192.08,192.13,163.78
2015-10-02,189.77,195.0,166.22
2015-10-05,196.46,198.47,169.18
2015-10-06,198.31,197.79,168.6
2015-10-07,198.9,199.41,169.98
2015-10-08,198.95,201.21,171.52
2015-10-09,201.38,201.33,171.62
2015-10-12,201.42,201.52,171.78
2015-10-13,200.65,200.25,170.7
2015-10-14,200.18,199.29,169.88
2015-10-15,200.08,202.35,172.49
2015-10-16,202.83,203.27,173.27
2015-10-19,202.5,203.37,173.36
2015-10-20,202.85,203.11,173.13
2015-10-21,203.61,201.85,172.06
2015-10-22,202.98,205.26,174.97
2015-10-23,207.25,207.51,176.89
2015-10-26,207.3,207.0,176.45
2015-10-27,206.2,206.6,176.11
2015-10-28,207.0,208.95,178.11
2015-10-29,208.35,208.83,178.01
2015-10-30,209.06,207.93,177.24
2015-11-02,208.32,210.39,179.34
2015-11-03,209.97,211.0,179.86
2015-11-04,211.35,210.36,179.31
2015-11-05,210.43,210.15,179.14
2015-11-06,209.74,210.04,179.04
2015-11-09,209.31,208.08,177.37
2015-11-10,207.51,208.56,177.78
2015-11-11,208.88,207.74,177.08
2015-11-12,206.5,204.84,174.61
2015-11-13,204.35,202.54,172.65
2015-11-16,202.32,205.62,175.27
2015-11-17,205.99,205.47,175.15
2015-11-18,206.04,208.73,177.93
2015-11-19,208.59,208.55,177.77
2015-11-20,209.45,209.31,178.42
2015-11-23,209.38,209.07,178.22
2015-11-24,207.87,209.35,178.45
2015-11-25,209.5,209.32,178.43
2015-11-27,209.43,209.56,178.63
2015-11-30,209.75,208.69,177.89
2015-12-01,209.44,210.68,179.59
2015-12-02,210.62,208.53,177.75
2015-12-03,208.83,205.61,175.27
2015-12-04,205.61,209.62,178.68
2015-12-07,209.23,208.35,177.6
2015-12-08,206.49,206.95,176.41
2015-12-09,206.19,205.34,175.04
2015-12-10,205.42,205.87,175.49
2015-12-11,203.35,201.88,172.09
2015-12-14,202.07,202.9,172.96
2015-12-15,204.7,205.03,174.77
2015-12-16,206.37,208.03,177.33
2015-12-17,208.4,204.86,174.63
2015-12-18,202.77,200.02,171.52
2015-12-21,201.41,201.67,172.93
2015-12-22,202.72,203.5,174.5
2015-12-23,204.69,206.02,176.66
2015-12-24,205.72,205.68,176.37
2015-12-28,204.86,205.21,175.97
2015-12-29,206.51,207.4,177.84
2015-12-30,207.11,205.93,176.58
2015-12-31,205.13,203.87,174.82
2016-01-04,200.49,201.02,172.37
2016-01-05,201.4,201.36,172.66
2016-01-06,198.34,198.82,170.49
2016-01-07,195.33,194.05,166.4
2016-01-08,195.19,191.92,164.57
2016-01-11,193.01,192.11,164.73
2016-01-12,193.82,193.66,166.06
2016-01-13,194.45,188.83,161.92
2016-01-14,189.55,191.93,164.58
2016-01-15,186.77,187.81,161.05
2016-01-19,189.96,188.06,161.26
2016-01-20,185.03,185.65,159.19
2016-01-21,186.21,186.69,160.08
2016-01-22,189.78,190.52,163.37
2016-01-25,189.92,187.64,160.9
2016-01-26,188.42,190.2,163.09
2016-01-27,189.58,188.13,161.32
2016-01-28,189.96,189.11,162.16
2016-01-29,190.02,193.72,166.11
2016-02-01,192.53,193.65,166.05
2016-02-02,191.96,190.16,163.06
2016-02-03,191.41,191.3,164.04
2016-02-04,190.71,191.6,164.3
2016-02-05,190.99,187.95,161.17
2016-02-08,185.77,185.42,159.0
2016-02-09,183.36,185.43,159.0
2016-02-10,186.41,185.27,158.87
2016-02-11,182.34,182.86,156.8
2016-02-12,184.96,186.63,160.03
2016-02-16,188.77,189.78,162.73
2016-02-17,191.16,192.88,165.39
2016-02-18,193.2,192.09,164.72
2016-02-19,191.17,192.0,164.64
2016-02-22,193.87,194.78,167.02
2016-02-23,194.0,192.32,164.91
2016-02-24,190.63,193.2,165.67
2016-02-25,193.73,195.54,167.67
2016-02-26,196.57,195.09,167.29
2016-02-29,195.11,193.56,165.98
2016-03-01,195.01,198.11,169.88
2016-03-02,197.74,199.0,170.64
2016-03-03,198.79,199.78,171.31
2016-03-04,200.01,200.43,171.87
2016-03-07,199.34,200.59,172.0
2016-03-08,199.32,198.4,170.13
2016-03-09,199.36,199.38,170.97
2016-03-10,199.96,199.54,171.1
2016-03-11,201.26,202.76,173.86
2016-03-14,202.16,202.5,173.64
2016-03-15,201.36,202.17,173.36
2016-03-16,201.6,203.34,174.36
2016-03-17,203.24,204.63,175.47
2016-03-18,204.17,204.38,176.16
2016-03-21,204.07,204.67,176.41
2016-03-22,203.76,204.56,176.31
2016-03-23,204.11,203.21,175.15
2016-03-24,202.0,203.12,175.07
2016-03-28,203.61,203.24,175.18
2016-03-29,202.76,205.12,176.8
2016-03-30,206.3,206.02,177.57
2016-03-31,205.91,205.52,177.14
2016-04-01,204.35,206.92,178.35
2016-04-04,206.83,206.25,177.77
2016-04-05,204.67,204.19,175.99
2016-04-06,204.19,206.42,177.92
2016-04-07,205.14,203.95,175.79
2016-04-08,205.34,204.5,176.26
2016-04-11,205.25,204.02,175.85
2016-04-12,204.22,205.92,177.49
2016-04-13,207.0,208.0,179.28
2016-04-14,208.07,208.01,179.29
2016-04-15,208.01,207.78,179.09
2016-04-18,207.78,209.24,180.35
2016-04-19,209.74,209.9,180.92
2016-04-20,209.95,210.1,181.09
2016-04-21,210.12,208.97,180.11
2016-04-22,208.55,208.97,180.11
2016-04-25,208.26,208.61,179.8
2016-04-26,209.04,208.92,180.07
2016-04-27,208.47,209.35,180.44
2016-04-28,208.46,207.45,178.8
2016-04-29,206.72,206.33,177.84
2016-05-02,206.92,207.97,179.25
2016-05-03,206.52,206.16,177.69
2016-05-04,204.99,205.01,176.7
2016-05-05,205.56,204.97,176.67
2016-05-06,204.06,205.72,177.31
2016-05-09,205.57,205.89,177.46
2016-05-10,206.72,208.45,179.67
2016-05-11,207.91,206.5,177.99
2016-05-12,207.29,206.56,178.04
2016-05-13,206.21,204.76,176.49
2016-05-16,204.96,206.78,178.23
2016-05-17,206.46,204.85,176.56
2016-05-18,204.44,204.91,176.61
2016-05-19,204.06,204.2,176.0
2016-05-20,204.92,205.49,177.11
2016-05-23,205.51,205.21,176.87
2016-05-24,206.17,207.87,179.17
2016-05-25,208.67,209.28,180.38
2016-05-26,209.44,209.34,180.43
2016-05-27,209.53,210.24,181.21
2016-05-31,210.56,209.84,180.86
2016-06-01,209.12,210.27,181.23
2016-06-02,209.8,210.91,181.79
2016-06-03,210.25,210.28,181.24
2016-06-06,210.7,211.35,182.17
2016-06-07,211.53,211.68,182.45
2016-06-08,211.84,212.37,183.04
2016-06-09,211.51,212.08,182.79
2016-06-10,210.46,210.07,181.06
2016-06-13,209.36,208.45,179.67
2016-06-14,208.0,208.04,179.31
2016-06-15,208.04,207.75,179.06
2016-06-16,207.75,208.37,179.6
2016-06-17,207.17,206.52,178.93
2016-06-20,208.82,207.85,180.08
2016-06-21,208.3,208.44,180.59
2016-06-22,208.65,208.1,180.3
2016-06-23,209.81,210.81,182.64
2016-06-24,203.63,203.24,176.09
2016-06-27,201.59,199.6,172.93
2016-06-28,201.48,203.2,176.05
2016-06-29,204.84,206.66,179.05
2016-06-30,207.21,209.48,181.49
2016-07-01,209.48,209.92,181.87
2016-07-05,208.95,208.41,180.57
2016-07-06,207.83,209.66,181.65
2016-07-07,209.87,209.53,181.54
2016-07-08,211.05,212.65,184.24
2016-07-11,213.19,213.4,184.89
2016-07-12,214.53,214.95,186.23
2016-07-13,215.44,214.92,186.21
2016-07-14,216.4,216.12,187.25
2016-07-15,216.78,215.83,186.99
2016-07-18,215.97,216.41,187.5
2016-07-19,215.92,216.19,187.31
2016-07-20,216.19,217.09,188.09
2016-07-21,216.96,216.27,187.38
2016-07-22,216.41,217.24,188.22
2016-07-25,217.0,216.65,187.7
2016-07-26,216.53,216.75,187.79
2016-07-27,217.19,216.52,187.59
2016-07-28,216.29,216.77,187.81
2016-07-29,216.46,217.12,188.11
2016-08-01,217.19,216.94,187.96
2016-08-02,216.65,215.55,186.75
2016-08-03,215.48,216.18,187.3
2016-08-04,216.31,216.41,187.5
2016-08-05,216.41,218.18,189.03
2016-08-08,218.4,218.05,188.92
2016-08-09,218.13,218.18,189.03
2016-08-10,218.31,217.64,188.56
2016-08-11,218.26,218.65,189.44
2016-08-12,218.29,218.46,189.27
2016-08-15,218.89,219.09,189.82
2016-08-16,218.6,217.96,188.84
2016-08-17,218.0,218.37,189.19
2016-08-18,218.34,218.86,189.62
2016-08-19,218.31,218.54,189.34
2016-08-22,218.26,218.53,189.33
2016-08-23,219.25,218.97,189.71
2016-08-24,218.8,217.85,188.74
2016-08-25,217.4,217.7,188.61
2016-08-26,217.92,217.29,188.26
2016-08-29,217.44,218.36,189.19
2016-08-30,218.26,218.0,188.87
2016-08-31,217.61,217.38,188.34
2016-09-01,217.37,217.39,188.35
2016-09-02,218.39,218.37,189.19
2016-09-06,218.7,219.03,189.77
2016-09-07,218.84,219.01,189.75
2016-09-08,218.62,218.51,189.32
2016-09-09,216.97,213.28,184.78
2016-09-12,212.39,216.34,187.44
2016-09-13,214.84,213.23,184.74
2016-09-14,213.29,213.15,184.67
2016-09-15,212.96,215.28,186.52
2016-09-16,213.48,213.37,185.8
2016-09-19,214.13,213.41,185.83
2016-09-20,214.41,213.42,185.84
2016-09-21,214.24,215.82,187.93
2016-09-22,217.0,217.18,189.11
2016-09-23,216.72,215.99,188.08
2016-09-26,215.02,214.24,186.55
2016-09-27,214.05,215.57,187.71
2016-09-28,215.83,216.64,188.64
2016-09-29,216.4,214.68,186.94
2016-09-30,215.65,216.3,188.35
2016-10-03,215.82,215.78,187.9
2016-10-04,215.91,214.68,186.94
2016-10-05,215.41,215.63,187.76
2016-10-06,215.37,215.78,187.9
2016-10-07,216.1,215.04,187.25
2016-10-10,216.16,216.16,188.23
2016-10-11,215.66,213.43,185.85
2016-10-12,213.59,213.71,186.09
2016-10-13,212.16,213.01,185.48
2016-10-14,214.15,213.12,185.58
2016-10-17,213.09,212.38,184.93
2016-10-18,214.24,213.71,186.09
2016-10-19,214.02,214.28,186.59
2016-10-20,213.87,213.88,186.24
2016-10-21,213.88,213.98,186.33
2016-10-24,215.0,214.89,187.12
2016-10-25,214.68,214.17,186.49
2016-10-26,213.21,213.74,186.12
2016-10-27,214.58,213.17,185.62
2016-10-28,213.14,212.54,185.07
2016-10-31,212.93,212.55,185.08
2016-11-01,212.93,211.01,183.74
2016-11-02,210.65,209.74,182.64
2016-11-03,209.99,208.78,181.8
2016-11-04,208.91,208.55,181.6
2016-11-07,208.55,213.15,185.61
2016-11-08,212.69,214.11,186.44
2016-11-09,212.37,216.38,188.42
2016-11-10,217.3,216.92,188.89
2016-11-11,216.08,216.42,188.45
2016-11-14,217.03,216.59,188.6
2016-11-15,217.04,218.28,190.07
2016-11-16,217.56,217.87,189.72
2016-11-17,218.05,218.99,190.69
2016-11-18,219.07,218.5,190.26
2016-11-21,219.17,220.15,191.7
2016-11-22,220.51,220.58,192.08
2016-11-23,219.98,220.7,192.18
2016-11-25,221.1,221.52,192.89
2016-11-28,221.16,220.48,191.99
2016-11-29,220.52,220.91,192.36
2016-11-30,221.63,220.38,191.9
2016-12-01,220.73,219.57,191.2
2016-12-02,219.67,219.68,191.29
2016-12-05,220.65,221.0,192.44
2016-12-06,221.22,221.7,193.05
2016-12-07,221.52,224.6,195.58
2016-12-08,224.57,225.15,196.05
2016-12-09,225.41,226.51,197.24
2016-12-12,226.4,226.25,197.01
2016-12-13,227.02,227.76,198.33
2016-12-14,227.41,225.88,196.69
2016-12-15,226.16,226.81,197.5
2016-12-16,226.01,225.04,197.11
2016-12-19,225.25,225.53,197.54
2016-12-20,226.15,226.4,198.3
2016-12-21,226.25,225.77,197.75
2016-12-22,225.6,225.38,197.41
2016-12-23,225.43,225.71,197.7
2016-12-27,226.02,226.27,198.19
2016-12-28,226.57,224.4,196.55
2016-12-29,224.48,224.35,196.51
2016-12-30,224.73,223.53,195.79
2017-01-03,225.04,225.24,197.29
2017-01-04,225.62,226.58,198.46
2017-01-05,226.27,226.4,198.3
2017-01-06,226.53,227.21,199.01
2017-01-09,226.91,226.46,198.36
2017-01-10,226.48,226.46,198.36
2017-01-11,226.36,227.1,198.92
2017-01-12,226.5,226.53,198.42
2017-01-13,226.73,227.05,198.87
2017-01-17,226.31,226.25,198.17
2017-01-18,226.54,226.75,198.61
2017-01-19,226.84,225.91,197.88
2017-01-20,226.7,226.74,198.6
2017-01-23,226.74,226.15,198.09
2017-01-24,226.4,227.6,199.36
2017-01-25,228.7,229.57,201.08
2017-01-26,229.4,229.33,200.87
2017-01-27,229.42,228.97,200.56
2017-01-30,228.17,227.55,199.31
2017-01-31,226.98,227.53,199.29
2017-02-01,227.53,227.62,199.37
2017-02-02,227.62,227.77,199.5
2017-02-03,228.82,229.34,200.88
2017-02-06,228.87,228.93,200.52
2017-02-07,229.38,228.94,200.53
2017-02-08,228.94,229.24,200.79
2017-02-09,229.24,230.6,201.98
2017-02-10,231.0,231.51,202.78
2017-02-13,232.08,232.77,203.88
2017-02-14,232.56,233.7,204.7
2017-02-15,233.45,234.92,205.77
2017-02-16,234.95,234.72,205.59
2017-02-17,233.95,235.09,205.92
2017-02-21,235.52,236.49,207.14
2017-02-22,236.02,236.28,206.96
2017-02-23,236.88,236.44,207.1
2017-02-24,235.46,236.74,207.36
2017-02-27,236.64,237.11,207.69
2017-02-28,236.67,236.47,207.13
2017-03-01,238.39,239.78,210.02
2017-03-02,239.56,238.27,208.7
2017-03-03,238.17,238.42,208.83
2017-03-06,237.5,237.71,208.21
2017-03-07,237.36,237.0,207.59
2017-03-08,237.34,236.56,207.2
2017-03-09,236.7,236.86,207.47
2017-03-10,237.97,237.69,208.19
2017-03-13,237.62,237.81,208.3
2017-03-14,237.18,236.9,207.5
2017-03-15,237.56,238.95,209.3
2017-03-16,239.11,238.48,208.89
2017-03-17,237.75,237.03,208.52
2017-03-20,237.03,236.77,208.29
2017-03-21,237.47,233.73,205.62
2017-03-22,233.77,234.28,206.1
2017-03-23,234.28,234.03,205.88
2017-03-24,234.38,233.86,205.73
2017-03-27,231.93,233.62,205.52
2017-03-28,233.27,235.32,207.01
2017-03-29,234.99,235.54,207.21
2017-03-30,235.47,236.29,207.87
2017-03-31,235.9,235.74,207.38
2017-04-03,235.8,235.33,207.02
2017-04-04,235.0,235.48,207.16
2017-04-05,236.26,234.78,206.54
2017-04-06,234.94,235.44,207.12
2017-04-07,235.15,235.2,206.91
2017-04-10,235.36,235.34,207.03
2017-04-11,234.9,235.06,206.79
2017-04-12,234.74,234.03,205.88
2017-04-13,233.64,232.51,204.54
2017-04-17,233.11,234.57,206.35
2017-04-18,233.72,233.87,205.74
2017-04-19,234.52,233.44,205.36
2017-04-20,234.15,235.34,207.03
2017-04-21,235.25,234.59,206.37
2017-04-24,237.18,237.17,208.64
2017-04-25,237.91,238.55,209.86
2017-04-26,238.51,238.4,209.72
2017-04-27,238.77,238.6,209.9
2017-04-28,238.9,238.08,209.44
2017-05-01,238.68,238.68,209.97
2017-05-02,238.84,238.77,210.05
2017-05-03,238.77,238.48,209.79
2017-05-04,238.83,238.76,210.04
2017-05-05,239.19,239.7,210.87
2017-05-08,239.75,239.66,210.83
2017-05-09,239.96,239.44,210.64
2017-05-10,239.39,239.87,211.02
2017-05-11,239.35,239.38,210.59
2017-05-12,239.09,238.98,210.23
2017-05-15,239.47,240.3,211.4
2017-05-16,240.64,240.08,211.2
2017-05-17,240.08,235.82,207.45
2017-05-18,235.73,236.77,208.29
2017-05-19,237.33,238.31,209.65
2017-05-22,238.9,239.52,210.71
2017-05-23,239.95,240.05,211.18
2017-05-24,240.32,240.61,211.67
2017-05-25,241.2,241.76,212.68
2017-05-26,241.54,241.71,212.64
2017-05-30,241.34,241.5,212.45
2017-05-31,241.84,241.44,212.4
2017-06-01,241.97,243.36,214.09
2017-06-02,243.42,244.17,214.8
2017-06-05,243.97,243.99,214.64
2017-06-06,243.34,243.21,213.96
2017-06-07,243.6,243.66,214.35
2017-06-08,243.77,243.78,214.46
2017-06-09,244.09,243.41,214.13
2017-06-12,243.13,243.36,214.09
2017-06-13,243.98,244.55,215.13
2017-06-14,244.86,244.24,214.86
2017-06-15,242.68,243.77,214.45
2017-06-16,242.77,242.64,214.5
2017-06-19,243.59,244.66,216.28
2017-06-20,244.25,243.01,214.82
2017-06-21,243.46,242.95,214.77
2017-06-22,242.96,242.84,214.67
2017-06-23,242.91,243.13,214.93
2017-06-26,243.9,243.29,215.07
2017-06-27,243.04,241.33,213.34
2017-06-28,242.5,243.49,215.25
2017-06-29,243.66,241.35,213.35
2017-06-30,242.28,241.8,213.75
2017-07-03,242.88,242.21,214.11
2017-07-05,242.63,242.77,214.61
2017-07-06,241.89,240.55,212.65
2017-07-07,241.21,242.11,214.03
2017-07-10,242.11,242.37,214.26
2017-07-11,242.37,242.19,214.1
2017-07-12,243.3,244.01,215.71
2017-07-13,244.02,244.42,216.07
2017-07-14,244.42,245.56,217.08
2017-07-17,245.47,245.53,217.05
2017-07-18,245.06,245.66,217.16
2017-07-19,246.02,246.99,218.34
2017-07-20,247.28,247.1,218.44
2017-07-21,246.44,246.88,218.24
2017-07-24,246.79,246.82,218.19
2017-07-25,247.68,247.42,218.72
2017-07-26,247.75,247.43,218.73
2017-07-27,247.96,247.2,218.53
2017-07-28,246.65,246.91,218.27
2017-07-31,247.37,246.77,218.15
2017-08-01,247.46,247.32,218.63
2017-08-02,247.47,247.44,218.74
2017-08-03,247.31,246.96,218.31
2017-08-04,247.52,247.41,218.71
2017-08-07,247.49,247.87,219.12
2017-08-08,247.51,247.26,218.58
2017-08-09,246.47,247.25,218.57
2017-08-10,246.29,243.76,215.49
2017-08-11,244.02,244.12,215.8
2017-08-14,245.59,246.54,217.94
2017-08-15,246.98,246.51,217.92
2017-08-16,247.11,246.94,218.3
2017-08-17,246.24,243.09,214.89
2017-08-18,242.9,242.71,214.56
2017-08-21,242.64,242.9,214.72
2017-08-22,243.57,245.44,216.97
2017-08-23,244.33,244.56,216.19
2017-08-24,245.0,243.99,215.69
2017-08-25,244.9,244.56,216.19
2017-08-28,245.17,244.57,216.2
2017-08-29,243.06,244.85,216.45
2017-08-30,244.83,246.01,217.47
2017-08-31,246.72,247.49,218.78
2017-09-01,247.92,247.84,219.09
2017-09-05,247.26,246.06,217.52
2017-09-06,246.84,246.9,218.26
2017-09-07,247.25,246.87,218.23
2017-09-08,246.54,246.58,217.98
2017-09-11,248.04,249.21,220.3
2017-09-12,249.63,250.05,221.05
2017-09-13,249.72,250.17,221.15
2017-09-14,249.8,250.09,221.08
2017-09-15,248.69,249.19,221.38
2017-09-18,249.61,249.72,221.85
2017-09-19,250.0,249.97,222.07
2017-09-20,250.07,250.06,222.15
2017-09-21,249.88,249.39,221.56
2017-09-22,249.05,249.44,221.6
2017-09-25,249.15,248.93,221.15
2017-09-26,249.42,249.08,221.28
2017-09-27,249.88,250.05,222.14
2017-09-28,249.73,250.35,222.41
2017-09-29,250.34,251.23,223.19
2017-10-02,251.49,252.32,224.16
2017-10-03,252.32,252.86,224.64
2017-10-04,252.69,253.16,224.91
2017-10-05,253.54,254.66,226.24
2017-10-06,254.15,254.37,225.98
2017-10-09,254.63,253.95,225.61
2017-10-10,254.6,254.62,226.2
2017-10-11,254.51,255.02,226.56
2017-10-12,254.66,254.64,226.22
2017-10-13,255.14,254.95,226.5
2017-10-16,255.21,255.29,226.8
2017-10-17,255.23,255.47,226.96
2017-10-18,255.9,255.72,227.18
2017-10-19,254.83,255.79,227.24
2017-10-20,256.7,257.11,228.41
2017-10-23,257.48,256.11,227.53
2017-10-24,256.6,256.56,227.93
2017-10-25,256.18,255.29,226.8
2017-10-26,255.99,255.62,227.09
2017-10-27,256.47,257.71,228.95
2017-10-30,256.47,256.75,228.09
2017-10-31,257.18,257.15,228.45
2017-11-01,258.04,257.49,228.75
2017-11-02,257.41,257.59,228.84
2017-11-03,257.77,258.45,229.61
2017-11-06,258.3,258.85,229.96
2017-11-07,258.97,258.67,229.8
2017-11-08,258.47,259.11,230.19
2017-11-09,257.73,258.17,229.36
2017-11-10,257.73,258.09,229.29
2017-11-13,257.31,258.33,229.5
2017-11-14,257.41,257.73,228.97
2017-11-15,256.62,256.44,227.82
2017-11-16,257.52,258.62,229.76
2017-11-17,258.22,257.86,229.08
2017-11-20,258.14,258.3,229.47
2017-11-21,259.18,259.99,230.97
2017-11-22,260.0,259.76,230.77
2017-11-24,260.32,260.36,231.3
2017-11-27,260.41,260.23,231.19
2017-11-28,260.76,262.87,233.53
2017-11-29,263.02,262.71,233.39
2017-11-30,263.76,265.01,235.43
